week,title,turn,date,rating
2026-17,첫 번째 남자,68,03.23.,5.7
2026-17,첫 번째 남자,69,03.24.,5.6
2026-17,첫 번째 남자,70,03.25.,4.9
2026-17,첫 번째 남자,71,03.26.,5.3
2026-17,첫 번째 남자,72,03.27.,5.2
2026-17,첫 번째 남자,73,03.30.,5.7
2026-17,첫 번째 남자,74,03.31.,5.6
2026-17,첫 번째 남자,75,04.01.,5.4
2026-17,첫 번째 남자,76,04.02.,5.3
2026-17,첫 번째 남자,77,04.03.,5.4
2026-17,첫 번째 남자,78,04.06.,5.9
2026-17,첫 번째 남자,79,04.07.,5.4
2026-17,첫 번째 남자,80,04.08.,4.8
2026-17,첫 번째 남자,81,04.09.,5.7
2026-17,첫 번째 남자,82,04.10.,5.2
2026-17,첫 번째 남자,83,04.13.,5.7
2026-17,첫 번째 남자,84,04.14.,5.5
2026-17,첫 번째 남자,85,04.15.,5.0
2026-17,첫 번째 남자,86,04.16.,5.3
2026-17,첫 번째 남자,87,04.17.,5.3
2026-17,첫 번째 남자,88,04.20.,5.8
2026-17,첫 번째 남자,89,04.21.,5.4
2026-17,첫 번째 남자,90,04.22.,5.2
2026-17,심우면 연리리,1,03.26.,2.7
2026-17,심우면 연리리,2,04.02.,2.0
2026-17,심우면 연리리,3,04.09.,2.1
2026-17,심우면 연리리,4,04.16.,2.0
2026-17,모두가 자신의 무가치함과 싸우고 있다,1,04.18.,2.2
2026-17,모두가 자신의 무가치함과 싸우고 있다,2,04.19.,2.2
2026-17,닥터신,1,03.14.,1.4
2026-17,닥터신,2,03.15.,1.4
2026-17,닥터신,3,03.21.,1.3
2026-17,닥터신,4,03.22.,1.5
2026-17,닥터신,5,03.28.,0.9
2026-17,닥터신,6,03.29.,1.2
2026-17,닥터신,7,04.04.,1.3
2026-17,닥터신,8,04.05.,1.2
2026-17,닥터신,9,04.11.,1.2
2026-17,닥터신,10,04.12.,1.5
2026-17,닥터신,11,04.18.,1.1
2026-17,닥터신,12,04.19.,1.8
2026-17,클라이맥스,1,03.16.,2.9
2026-17,클라이맥스,2,03.17.,3.8
2026-17,클라이맥스,3,03.23.,3.9
2026-17,클라이맥스,4,03.24.,3.5
2026-17,클라이맥스,5,03.30.,3.2
2026-17,클라이맥스,6,03.31.,3.5
2026-17,클라이맥스,7,04.06.,3.1
2026-17,클라이맥스,8,04.07.,2.9
2026-17,클라이맥스,9,04.13.,3.3
2026-17,클라이맥스,10,04.14.,3.9
2026-17,대한민국에서 건물주 되는 법,1,03.14.,4.1
2026-17,대한민국에서 건물주 되는 법,2,03.15.,4.5
2026-17,대한민국에서 건물주 되는 법,3,03.21.,3.1
2026-17,대한민국에서 건물주 되는 법,4,03.22.,3.9
2026-17,대한민국에서 건물주 되는 법,5,03.28.,2.6
2026-17,대한민국에서 건물주 되는 법,6,03.29.,3.5
2026-17,대한민국에서 건물주 되는 법,7,04.04.,2.9
2026-17,대한민국에서 건물주 되는 법,8,04.05.,2.8
2026-17,대한민국에서 건물주 되는 법,9,04.11.,2.0
2026-17,대한민국에서 건물주 되는 법,10,04.12.,3.1
2026-17,대한민국에서 건물주 되는 법,11,04.18.,2.4
2026-17,대한민국에서 건물주 되는 법,12,04.19.,3.7
