week,title,turn,date,rating
2026-22,기쁜 우리 좋은 날,31,05.11.,10.3
2026-22,기쁜 우리 좋은 날,32,05.12.,9.3
2026-22,기쁜 우리 좋은 날,33,05.13.,9.0
2026-22,기쁜 우리 좋은 날,34,05.14.,9.7
2026-22,기쁜 우리 좋은 날,35,05.15.,8.5
2026-22,기쁜 우리 좋은 날,36,05.18.,10.2
2026-22,기쁜 우리 좋은 날,37,05.19.,9.7
2026-22,기쁜 우리 좋은 날,38,05.21.,10.7
2026-22,기쁜 우리 좋은 날,39,05.22.,8.3
2026-22,붉은 진주,25,04.01.,7.6
2026-22,붉은 진주,26,04.02.,7.1
2026-22,붉은 진주,27,04.06.,7.6
2026-22,붉은 진주,28,04.07.,7.5
2026-22,붉은 진주,29,04.08.,7.0
2026-22,붉은 진주,30,04.09.,7.4
2026-22,붉은 진주,31,04.13.,7.1
2026-22,붉은 진주,32,04.14.,7.6
2026-22,붉은 진주,33,04.15.,7.2
2026-22,붉은 진주,34,04.16.,6.7
2026-22,붉은 진주,35,04.20.,7.5
2026-22,붉은 진주,36,04.21.,7.5
2026-22,붉은 진주,37,04.22.,7.2
2026-22,붉은 진주,38,04.23.,7.3
2026-22,붉은 진주,39,04.27.,7.7
2026-22,붉은 진주,40,04.28.,8.0
2026-22,붉은 진주,41,04.29.,7.1
2026-22,붉은 진주,42,04.30.,7.1
2026-22,붉은 진주,43,05.04.,6.6
2026-22,붉은 진주,44,05.05.,7.4
2026-22,붉은 진주,45,05.06.,7.3
2026-22,붉은 진주,46,05.07.,7.2
2026-22,붉은 진주,47,05.11.,7.1
2026-22,붉은 진주,48,05.12.,7.1
2026-22,붉은 진주,49,05.13.,6.7
2026-22,붉은 진주,50,05.14.,7.3
2026-22,붉은 진주,51,05.18.,7.1
2026-22,붉은 진주,52,05.19.,7.0
2026-22,붉은 진주,53,05.20.,7.0
2026-22,붉은 진주,54,05.21.,7.0
2026-22,첫 번째 남자,83,04.13.,5.7
2026-22,첫 번째 남자,84,04.14.,5.5
2026-22,첫 번째 남자,85,04.15.,5.0
2026-22,첫 번째 남자,86,04.16.,5.3
2026-22,첫 번째 남자,87,04.17.,5.3
2026-22,첫 번째 남자,88,04.20.,5.8
2026-22,첫 번째 남자,89,04.21.,5.4
2026-22,첫 번째 남자,90,04.22.,5.2
2026-22,첫 번째 남자,91,04.23.,5.4
2026-22,첫 번째 남자,92,04.24.,4.9
2026-22,첫 번째 남자,93,04.27.,6.0
2026-22,첫 번째 남자,94,04.28.,5.6
2026-22,첫 번째 남자,95,04.29.,4.9
2026-22,첫 번째 남자,96,04.30.,5.5
2026-22,첫 번째 남자,97,05.01.,4.8
2026-22,첫 번째 남자,98,05.04.,4.8
2026-22,첫 번째 남자,99,05.05.,5.1
2026-22,첫 번째 남자,100,05.06.,4.8
2026-22,첫 번째 남자,101,05.07.,4.9
2026-22,첫 번째 남자,102,05.08.,4.5
2026-22,첫 번째 남자,103,05.11.,5.6
2026-22,첫 번째 남자,104,05.12.,4.9
2026-22,첫 번째 남자,105,05.13.,4.4
2026-22,첫 번째 남자,106,05.14.,5.1
2026-22,첫 번째 남자,107,05.15.,4.9
2026-22,첫 번째 남자,108,05.18.,5.1
2026-22,첫 번째 남자,109,05.19.,5.0
2026-22,첫 번째 남자,110,05.20.,5.5
2026-22,첫 번째 남자,111,05.21.,5.2
2026-22,첫 번째 남자,112,05.22.,4.5
2026-22,오십프로,1,05.22.,4.4
2026-22,오십프로,2,05.23.,3.6
2026-22,오늘도 매진했습니다,1,04.22.,3.3
2026-22,오늘도 매진했습니다,2,04.23.,3.3
2026-22,오늘도 매진했습니다,3,04.29.,2.8
2026-22,오늘도 매진했습니다,4,04.30.,2.7
2026-22,오늘도 매진했습니다,5,05.06.,2.6
2026-22,오늘도 매진했습니다,6,05.07.,2.9
2026-22,오늘도 매진했습니다,7,05.13.,2.5
2026-22,오늘도 매진했습니다,8,05.14.,2.5
2026-22,오늘도 매진했습니다,9,05.20.,3.1
2026-22,오늘도 매진했습니다,10,05.21.,2.8
2026-22,모두가 자신의 무가치함과 싸우고 있다,1,04.18.,2.2
2026-22,모두가 자신의 무가치함과 싸우고 있다,2,04.19.,2.2
2026-22,모두가 자신의 무가치함과 싸우고 있다,3,04.25.,2.1
2026-22,모두가 자신의 무가치함과 싸우고 있다,4,04.26.,2.4
2026-22,모두가 자신의 무가치함과 싸우고 있다,5,05.02.,2.5
2026-22,모두가 자신의 무가치함과 싸우고 있다,6,05.03.,2.9
2026-22,모두가 자신의 무가치함과 싸우고 있다,7,05.09.,2.6
2026-22,모두가 자신의 무가치함과 싸우고 있다,8,05.10.,3.9
2026-22,모두가 자신의 무가치함과 싸우고 있다,9,05.16.,3.3
2026-22,모두가 자신의 무가치함과 싸우고 있다,10,05.17.,4.3
2026-22,모두가 자신의 무가치함과 싸우고 있다,11,05.23.,4.1
2026-22,모두가 자신의 무가치함과 싸우고 있다,12,05.24.,5.3
2026-22,허수아비,1,04.20.,2.9
2026-22,허수아비,2,04.21.,4.1
2026-22,허수아비,3,04.27.,5.0
2026-22,허수아비,4,04.28.,5.2
2026-22,허수아비,5,05.04.,6.3
2026-22,허수아비,6,05.05.,7.4
2026-22,허수아비,7,05.11.,6.5
2026-22,허수아비,8,05.12.,7.4
2026-22,허수아비,9,05.18.,7.2
2026-22,허수아비,10,05.19.,7.9
2026-22,은밀한 감사,1,04.25.,4.4
2026-22,은밀한 감사,2,04.26.,6.3
2026-22,은밀한 감사,3,05.02.,4.8
2026-22,은밀한 감사,4,05.03.,7.9
2026-22,은밀한 감사,5,05.09.,5.9
2026-22,은밀한 감사,6,05.10.,9.4
2026-22,은밀한 감사,7,05.16.,5.8
2026-22,은밀한 감사,8,05.17.,7.9
2026-22,은밀한 감사,9,05.23.,5.9
2026-22,은밀한 감사,10,05.24.,8.1
