week,title,turn,date,rating
2026-14,사랑을 처방해 드립니다,1,01.31.,14.3
2026-14,사랑을 처방해 드립니다,2,02.01.,16.8
2026-14,사랑을 처방해 드립니다,3,02.07.,15.7
2026-14,사랑을 처방해 드립니다,4,02.08.,17.2
2026-14,사랑을 처방해 드립니다,5,02.14.,14.5
2026-14,사랑을 처방해 드립니다,6,02.15.,14.5
2026-14,사랑을 처방해 드립니다,7,02.21.,16.1
2026-14,사랑을 처방해 드립니다,8,02.22.,17.1
2026-14,사랑을 처방해 드립니다,9,02.28.,15.7
2026-14,사랑을 처방해 드립니다,10,03.01.,17.4
2026-14,사랑을 처방해 드립니다,11,03.08.,18.0
2026-14,사랑을 처방해 드립니다,12,03.08.,11.3
2026-14,사랑을 처방해 드립니다,13,03.14.,13.9
2026-14,사랑을 처방해 드립니다,14,03.15.,15.4
2026-14,사랑을 처방해 드립니다,15,03.21.,12.3
2026-14,사랑을 처방해 드립니다,16,03.22.,15.3
2026-14,사랑을 처방해 드립니다,17,03.28.,13.2
2026-14,사랑을 처방해 드립니다,18,03.29.,14.5
2026-14,마리와 별난 아빠들,91,02.16.,8.3
2026-14,마리와 별난 아빠들,92,02.17.,7.4
2026-14,마리와 별난 아빠들,93,02.18.,10.8
2026-14,마리와 별난 아빠들,94,02.19.,11.5
2026-14,마리와 별난 아빠들,95,02.20.,11.2
2026-14,마리와 별난 아빠들,96,02.23.,11.6
2026-14,마리와 별난 아빠들,97,02.24.,11.2
2026-14,마리와 별난 아빠들,98,02.25.,10.8
2026-14,마리와 별난 아빠들,99,02.26.,11.6
2026-14,마리와 별난 아빠들,100,02.27.,11.6
2026-14,마리와 별난 아빠들,101,03.02.,12.6
2026-14,마리와 별난 아빠들,102,03.03.,11.8
2026-14,마리와 별난 아빠들,103,03.04.,11.4
2026-14,마리와 별난 아빠들,104,03.05.,11.0
2026-14,마리와 별난 아빠들,105,03.06.,10.3
2026-14,마리와 별난 아빠들,106,03.09.,10.5
2026-14,마리와 별난 아빠들,107,03.10.,11.3
2026-14,마리와 별난 아빠들,108,03.11.,11.1
2026-14,마리와 별난 아빠들,109,03.12.,11.5
2026-14,마리와 별난 아빠들,110,03.13.,9.8
2026-14,마리와 별난 아빠들,111,03.16.,11.9
2026-14,마리와 별난 아빠들,112,03.17.,11.0
2026-14,마리와 별난 아빠들,113,03.18.,10.8
2026-14,마리와 별난 아빠들,114,03.19.,11.6
2026-14,마리와 별난 아빠들,115,03.20.,11.2
2026-14,마리와 별난 아빠들,116,03.23.,11.4
2026-14,마리와 별난 아빠들,117,03.24.,11.1
2026-14,마리와 별난 아빠들,118,03.25.,10.9
2026-14,마리와 별난 아빠들,119,03.26.,11.1
2026-14,마리와 별난 아빠들,120,03.27.,10.5
2026-14,신이랑 법률사무소,1,03.13.,6.3
2026-14,신이랑 법률사무소,2,03.14.,8.7
2026-14,신이랑 법률사무소,3,03.20.,7.8
2026-14,신이랑 법률사무소,4,03.21.,9.1
2026-14,신이랑 법률사무소,5,03.27.,8.7
2026-14,신이랑 법률사무소,6,03.28.,10.0
2026-14,붉은 진주,1,02.23.,8.7
2026-14,붉은 진주,2,02.24.,8.8
2026-14,붉은 진주,3,02.25.,8.5
2026-14,붉은 진주,4,02.26.,8.9
2026-14,붉은 진주,5,02.27.,9.1
2026-14,붉은 진주,6,03.02.,9.2
2026-14,붉은 진주,7,03.03.,9.4
2026-14,붉은 진주,8,03.04.,9.0
2026-14,붉은 진주,9,03.10.,7.9
2026-14,붉은 진주,10,03.11.,7.7
2026-14,붉은 진주,11,03.12.,7.4
2026-14,붉은 진주,12,03.13.,6.7
2026-14,붉은 진주,13,03.16.,8.0
2026-14,붉은 진주,14,03.17.,7.2
2026-14,붉은 진주,15,03.18.,8.2
2026-14,붉은 진주,16,03.19.,7.4
2026-14,붉은 진주,17,03.20.,7.3
2026-14,붉은 진주,18,03.23.,7.3
2026-14,붉은 진주,19,03.24.,8.0
2026-14,붉은 진주,20,03.25.,7.7
2026-14,붉은 진주,21,03.26.,7.3
2026-14,붉은 진주,22,03.27.,7.6
2026-14,첫 번째 남자,43,02.12.,5.1
2026-14,첫 번째 남자,44,02.13.,4.8
2026-14,첫 번째 남자,45,02.16.,3.5
2026-14,첫 번째 남자,46,02.17.,4.2
2026-14,첫 번째 남자,47,02.18.,5.5
2026-14,첫 번째 남자,48,02.19.,5.9
2026-14,첫 번째 남자,49,02.20.,5.2
2026-14,첫 번째 남자,50,02.23.,5.6
2026-14,첫 번째 남자,51,02.24.,5.9
2026-14,첫 번째 남자,52,02.25.,5.2
2026-14,첫 번째 남자,53,02.26.,5.4
2026-14,첫 번째 남자,54,02.27.,5.4
2026-14,첫 번째 남자,55,03.02.,5.7
2026-14,첫 번째 남자,56,03.03.,5.5
2026-14,첫 번째 남자,57,03.04.,5.9
2026-14,첫 번째 남자,58,03.06.,5.8
2026-14,첫 번째 남자,59,03.10.,5.9
2026-14,첫 번째 남자,60,03.11.,5.4
2026-14,첫 번째 남자,61,03.12.,5.4
2026-14,첫 번째 남자,62,03.13.,4.8
2026-14,첫 번째 남자,63,03.16.,5.6
2026-14,첫 번째 남자,64,03.17.,5.4
2026-14,첫 번째 남자,65,03.18.,4.9
2026-14,첫 번째 남자,66,03.19.,5.3
2026-14,첫 번째 남자,67,03.20.,3.6
2026-14,첫 번째 남자,68,03.23.,5.7
2026-14,첫 번째 남자,69,03.24.,5.6
2026-14,첫 번째 남자,70,03.25.,4.9
2026-14,첫 번째 남자,71,03.26.,5.3
2026-14,첫 번째 남자,72,03.27.,5.2
2026-14,심우면 연리리,1,03.26.,2.7
2026-14,미혼남녀의 효율적 만남,1,02.28.,3.1
2026-14,미혼남녀의 효율적 만남,2,03.01.,3.3
2026-14,미혼남녀의 효율적 만남,3,03.07.,3.8
2026-14,미혼남녀의 효율적 만남,4,03.08.,4.8
2026-14,미혼남녀의 효율적 만남,5,03.14.,3.4
2026-14,미혼남녀의 효율적 만남,6,03.15.,4.5
2026-14,미혼남녀의 효율적 만남,7,03.21.,3.9
2026-14,미혼남녀의 효율적 만남,8,03.22.,4.5
2026-14,미혼남녀의 효율적 만남,9,03.28.,4.0
2026-14,미혼남녀의 효율적 만남,10,03.29.,4.4
2026-14,닥터신,1,03.14.,1.4
2026-14,닥터신,2,03.15.,1.4
2026-14,닥터신,3,03.21.,1.3
2026-14,닥터신,4,03.22.,1.5
2026-14,닥터신,5,03.28.,0.9
2026-14,닥터신,6,03.29.,1.2
2026-14,샤이닝,1,03.06.,2.1
2026-14,샤이닝,2,03.06.,1.7
2026-14,샤이닝,3,03.13.,1.2
2026-14,샤이닝,4,03.13.,1.2
2026-14,샤이닝,5,03.20.,1.1
2026-14,샤이닝,6,03.20.,0.9
2026-14,샤이닝,7,03.27.,1.1
2026-14,샤이닝,8,03.27.,0.8
2026-14,세이렌,1,03.02.,5.5
2026-14,세이렌,2,03.03.,4.6
2026-14,세이렌,3,03.09.,4.1
2026-14,세이렌,4,03.10.,4.3
2026-14,세이렌,5,03.16.,4.5
2026-14,세이렌,6,03.17.,4.4
2026-14,세이렌,7,03.23.,3.9
2026-14,세이렌,8,03.24.,4.0
2026-14,클라이맥스,1,03.16.,2.9
2026-14,클라이맥스,2,03.17.,3.8
2026-14,클라이맥스,3,03.23.,3.9
