week,title,turn,date,rating
2026-33,가족관계증명서,25,08.07.,4.5
2026-33,아파트,1,07.11.,4.6
2026-33,아파트,2,07.12.,5.4
2026-33,아파트,3,07.18.,5.4
2026-33,아파트,4,07.19.,6.0
2026-33,아파트,5,07.25.,4.1
2026-33,아파트,6,07.26.,5.2
2026-33,아파트,7,08.01.,4.4
2026-33,아파트,8,08.02.,5.4
2026-33,아파트,9,08.08.,4.7
2026-33,아파트,10,08.09.,6.1
2026-33,오싹한 연애,1,07.18.,3.0
2026-33,오싹한 연애,2,07.19.,5.3
2026-33,오싹한 연애,3,07.25.,4.4
2026-33,오싹한 연애,4,07.26.,5.8
2026-33,오싹한 연애,5,08.01.,5.5
2026-33,오싹한 연애,6,08.02.,6.0
2026-33,오싹한 연애,7,08.08.,4.9
2026-33,오싹한 연애,8,08.09.,6.2
2026-33,최애의 사원,1,08.03.,4.2
2026-33,최애의 사원,2,08.04.,3.1
2026-33,그대에게 드림,1,07.13.,2.7
2026-33,그대에게 드림,2,07.14.,2.8
2026-33,그대에게 드림,3,07.20.,2.9
2026-33,그대에게 드림,4,07.21.,2.7
2026-33,그대에게 드림,5,07.27.,2.1
2026-33,그대에게 드림,6,07.28.,2.3
2026-33,그대에게 드림,7,08.03.,2.0
2026-33,그대에게 드림,8,08.04.,2.5
