week,title,turn,date,rating
2026-33,사랑이 온다,1,07.25.,11.7
2026-33,사랑이 온다,2,07.26.,13.0
2026-33,사랑이 온다,3,08.01.,11.7
2026-33,사랑이 온다,4,08.02.,13.3
2026-33,사랑이 온다,5,08.08.,13.4
2026-33,사랑이 온다,6,08.09.,15.1
2026-33,기쁜 우리 좋은 날,64,06.29.,11.0
2026-33,기쁜 우리 좋은 날,65,06.30.,10.3
2026-33,기쁜 우리 좋은 날,66,07.01.,10.3
2026-33,기쁜 우리 좋은 날,67,07.02.,10.8
2026-33,기쁜 우리 좋은 날,68,07.03.,10.0
2026-33,기쁜 우리 좋은 날,69,07.06.,11.1
2026-33,기쁜 우리 좋은 날,70,07.07.,10.6
2026-33,기쁜 우리 좋은 날,71,07.08.,10.5
2026-33,기쁜 우리 좋은 날,72,07.09.,11.2
2026-33,기쁜 우리 좋은 날,73,07.10.,10.9
2026-33,기쁜 우리 좋은 날,74,07.13.,10.9
2026-33,기쁜 우리 좋은 날,75,07.14.,10.9
2026-33,기쁜 우리 좋은 날,76,07.15.,10.7
2026-33,기쁜 우리 좋은 날,77,07.16.,11.6
2026-33,기쁜 우리 좋은 날,78,07.17.,10.1
2026-33,기쁜 우리 좋은 날,79,07.20.,10.9
2026-33,기쁜 우리 좋은 날,80,07.21.,10.6
2026-33,기쁜 우리 좋은 날,81,07.22.,10.4
2026-33,기쁜 우리 좋은 날,82,07.23.,11.7
2026-33,기쁜 우리 좋은 날,83,07.24.,10.2
2026-33,기쁜 우리 좋은 날,84,07.27.,11.4
2026-33,기쁜 우리 좋은 날,85,07.28.,10.8
2026-33,기쁜 우리 좋은 날,86,07.29.,10.1
2026-33,기쁜 우리 좋은 날,87,07.30.,11.3
2026-33,기쁜 우리 좋은 날,88,07.31.,10.8
2026-33,기쁜 우리 좋은 날,89,08.03.,10.3
2026-33,기쁜 우리 좋은 날,90,08.04.,9.6
2026-33,기쁜 우리 좋은 날,91,08.05.,9.7
2026-33,기쁜 우리 좋은 날,92,08.06.,9.7
2026-33,기쁜 우리 좋은 날,93,08.07.,9.8
2026-33,유부녀 킬러,1,07.31.,7.4
2026-33,유부녀 킬러,2,08.01.,8.0
2026-33,유부녀 킬러,3,08.07.,8.3
2026-33,유부녀 킬러,4,08.08.,9.4
2026-33,결혼의 완성,1,07.04.,4.4
2026-33,결혼의 완성,2,07.05.,6.4
2026-33,결혼의 완성,3,07.11.,5.3
2026-33,결혼의 완성,4,07.12.,7.2
2026-33,결혼의 완성,5,07.18.,5.0
2026-33,결혼의 완성,6,07.19.,6.4
2026-33,결혼의 완성,7,07.25.,4.8
2026-33,결혼의 완성,8,07.26.,7.3
2026-33,결혼의 완성,9,08.01.,7.5
2026-33,결혼의 완성,10,08.02.,7.2
2026-33,결혼의 완성,11,08.08.,7.5
2026-33,결혼의 완성,12,08.09.,8.5
2026-33,붉은 진주,73,06.24.,7.2
2026-33,붉은 진주,74,06.29.,7.0
2026-33,붉은 진주,75,06.30.,7.7
2026-33,붉은 진주,76,07.01.,7.6
2026-33,붉은 진주,77,07.02.,6.8
2026-33,붉은 진주,78,07.06.,7.3
2026-33,붉은 진주,79,07.07.,7.2
2026-33,붉은 진주,80,07.08.,7.8
2026-33,붉은 진주,81,07.09.,7.8
2026-33,붉은 진주,82,07.10.,7.7
2026-33,붉은 진주,83,07.13.,7.4
2026-33,붉은 진주,84,07.14.,8.2
2026-33,붉은 진주,85,07.15.,7.0
2026-33,붉은 진주,86,07.16.,7.8
2026-33,붉은 진주,87,07.17.,7.5
2026-33,붉은 진주,88,07.20.,8.1
2026-33,붉은 진주,89,07.21.,8.1
2026-33,붉은 진주,90,07.22.,8.1
2026-33,붉은 진주,91,07.23.,7.4
2026-33,붉은 진주,92,07.24.,7.6
2026-33,붉은 진주,93,07.27.,7.7
2026-33,붉은 진주,94,07.28.,8.2
2026-33,붉은 진주,95,07.29.,7.5
2026-33,붉은 진주,96,07.30.,8.0
2026-33,붉은 진주,97,07.31.,7.9
2026-33,붉은 진주,98,08.03.,7.4
2026-33,붉은 진주,99,08.04.,7.7
2026-33,붉은 진주,100,08.05.,7.4
2026-33,붉은 진주,101,08.06.,7.5
2026-33,붉은 진주,102,08.07.,7.4
2026-33,재벌X형사 2,1,08.07.,6.1
2026-33,재벌X형사 2,2,08.08.,5.8
2026-33,가족관계증명서,1,07.06.,4.3
2026-33,가족관계증명서,2,07.07.,3.9
2026-33,가족관계증명서,3,07.08.,4.3
2026-33,가족관계증명서,4,07.09.,4.3
2026-33,가족관계증명서,5,07.10.,4.1
2026-33,가족관계증명서,6,07.13.,4.6
2026-33,가족관계증명서,7,07.14.,4.9
2026-33,가족관계증명서,8,07.15.,4.2
2026-33,가족관계증명서,9,07.16.,4.4
2026-33,가족관계증명서,10,07.17.,4.4
2026-33,가족관계증명서,11,07.20.,4.3
2026-33,가족관계증명서,12,07.21.,4.2
2026-33,가족관계증명서,13,07.22.,4.3
2026-33,가족관계증명서,14,07.23.,4.4
2026-33,가족관계증명서,15,07.24.,4.5
2026-33,가족관계증명서,16,07.27.,4.4
2026-33,가족관계증명서,17,07.28.,4.5
2026-33,가족관계증명서,18,07.29.,4.1
2026-33,가족관계증명서,19,07.30.,4.5
2026-33,가족관계증명서,20,07.31.,4.4
2026-33,가족관계증명서,21,08.03.,4.5
2026-33,가족관계증명서,22,08.04.,4.6
2026-33,가족관계증명서,23,08.05.,4.2
2026-33,가족관계증명서,24,08.06.,4.4
