week,title,turn,date,rating
2026-39,사랑이 온다,1,07.25.,11.7
2026-39,사랑이 온다,2,07.26.,13.0
2026-39,사랑이 온다,3,08.01.,11.7
2026-39,사랑이 온다,4,08.02.,13.3
2026-39,사랑이 온다,5,08.08.,13.4
2026-39,사랑이 온다,6,08.09.,15.1
2026-39,사랑이 온다,7,08.15.,14.2
2026-39,사랑이 온다,8,08.16.,14.8
2026-39,사랑이 온다,9,08.22.,14.9
2026-39,사랑이 온다,10,08.23.,16.4
2026-39,사랑이 온다,11,08.29.,14.8
2026-39,사랑이 온다,12,08.30.,16.6
2026-39,사랑이 온다,13,09.05.,14.2
2026-39,사랑이 온다,14,09.06.,16.6
2026-39,사랑이 온다,15,09.12.,15.3
2026-39,사랑이 온다,16,09.13.,16.6
2026-39,사랑이 온다,17,09.19.,13.8
2026-39,사랑이 온다,18,09.20.,14.5
2026-39,기쁜 우리 좋은 날,93,08.07.,9.8
2026-39,기쁜 우리 좋은 날,94,08.10.,10.4
2026-39,기쁜 우리 좋은 날,95,08.11.,10.5
2026-39,기쁜 우리 좋은 날,96,08.12.,10.1
2026-39,기쁜 우리 좋은 날,97,08.13.,10.9
2026-39,기쁜 우리 좋은 날,98,08.14.,9.8
2026-39,기쁜 우리 좋은 날,99,08.17.,11.0
2026-39,기쁜 우리 좋은 날,100,08.18.,10.0
2026-39,기쁜 우리 좋은 날,101,08.19.,10.4
2026-39,기쁜 우리 좋은 날,102,08.20.,10.5
2026-39,기쁜 우리 좋은 날,103,08.21.,10.4
2026-39,기쁜 우리 좋은 날,104,08.24.,11.6
2026-39,기쁜 우리 좋은 날,105,08.25.,10.8
2026-39,기쁜 우리 좋은 날,106,08.26.,10.1
2026-39,기쁜 우리 좋은 날,107,08.27.,11.1
2026-39,기쁜 우리 좋은 날,108,08.28.,10.8
2026-39,기쁜 우리 좋은 날,109,08.31.,11.2
2026-39,기쁜 우리 좋은 날,110,09.01.,10.7
2026-39,기쁜 우리 좋은 날,111,09.02.,10.4
2026-39,기쁜 우리 좋은 날,112,09.03.,10.6
2026-39,기쁜 우리 좋은 날,113,09.04.,10.4
2026-39,기쁜 우리 좋은 날,114,09.07.,11.4
2026-39,기쁜 우리 좋은 날,115,09.08.,10.5
2026-39,기쁜 우리 좋은 날,116,09.09.,10.9
2026-39,기쁜 우리 좋은 날,117,09.10.,11.0
2026-39,기쁜 우리 좋은 날,118,09.11.,10.5
2026-39,기쁜 우리 좋은 날,119,09.14.,11.5
2026-39,기쁜 우리 좋은 날,120,09.15.,10.2
