week,title,turn,date,rating
2026-23,붉은 진주,52,05.19.,7.0
2026-23,붉은 진주,53,05.20.,7.0
2026-23,붉은 진주,54,05.21.,7.0
2026-23,붉은 진주,55,05.25.,7.3
2026-23,붉은 진주,56,05.26.,7.7
2026-23,붉은 진주,57,05.27.,7.1
2026-23,붉은 진주,58,05.28.,6.8
2026-23,첫 번째 남자,88,04.20.,5.8
2026-23,첫 번째 남자,89,04.21.,5.4
2026-23,첫 번째 남자,90,04.22.,5.2
2026-23,첫 번째 남자,91,04.23.,5.4
2026-23,첫 번째 남자,92,04.24.,4.9
2026-23,첫 번째 남자,93,04.27.,6.0
2026-23,첫 번째 남자,94,04.28.,5.6
2026-23,첫 번째 남자,95,04.29.,4.9
2026-23,첫 번째 남자,96,04.30.,5.5
2026-23,첫 번째 남자,97,05.01.,4.8
2026-23,첫 번째 남자,98,05.04.,4.8
2026-23,첫 번째 남자,99,05.05.,5.1
2026-23,첫 번째 남자,100,05.06.,4.8
2026-23,첫 번째 남자,101,05.07.,4.9
2026-23,첫 번째 남자,102,05.08.,4.5
2026-23,첫 번째 남자,103,05.11.,5.6
2026-23,첫 번째 남자,104,05.12.,4.9
2026-23,첫 번째 남자,105,05.13.,4.4
2026-23,첫 번째 남자,106,05.14.,5.1
2026-23,첫 번째 남자,107,05.15.,4.9
2026-23,첫 번째 남자,108,05.18.,5.1
2026-23,첫 번째 남자,109,05.19.,5.0
2026-23,첫 번째 남자,110,05.20.,5.5
2026-23,첫 번째 남자,111,05.21.,5.2
2026-23,첫 번째 남자,112,05.22.,4.5
2026-23,첫 번째 남자,113,05.25.,5.5
2026-23,첫 번째 남자,114,05.26.,5.2
2026-23,첫 번째 남자,115,05.27.,5.6
2026-23,첫 번째 남자,116,05.28.,5.4
2026-23,첫 번째 남자,117,05.29.,5.1
2026-23,오십프로,1,05.22.,4.4
2026-23,오십프로,2,05.23.,3.6
2026-23,오십프로,3,05.29.,5.5
2026-23,오십프로,4,05.30.,5.2
2026-23,오늘도 매진했습니다,1,04.22.,3.3
2026-23,오늘도 매진했습니다,2,04.23.,3.3
2026-23,오늘도 매진했습니다,3,04.29.,2.8
2026-23,오늘도 매진했습니다,4,04.30.,2.7
2026-23,오늘도 매진했습니다,5,05.06.,2.6
2026-23,오늘도 매진했습니다,6,05.07.,2.9
2026-23,오늘도 매진했습니다,7,05.13.,2.5
2026-23,오늘도 매진했습니다,8,05.14.,2.5
2026-23,오늘도 매진했습니다,9,05.20.,3.1
2026-23,오늘도 매진했습니다,10,05.21.,2.8
2026-23,오늘도 매진했습니다,11,05.27.,2.4
2026-23,오늘도 매진했습니다,12,05.28.,2.7
2026-23,신입사원 강회장,1,05.30.,3.7
2026-23,신입사원 강회장,2,05.31.,5.2
2026-23,은밀한 감사,1,04.25.,4.4
2026-23,은밀한 감사,2,04.26.,6.3
2026-23,은밀한 감사,3,05.02.,4.8
2026-23,은밀한 감사,4,05.03.,7.9
2026-23,은밀한 감사,5,05.09.,5.9
2026-23,은밀한 감사,6,05.10.,9.4
2026-23,은밀한 감사,7,05.16.,5.8
2026-23,은밀한 감사,8,05.17.,7.9
2026-23,은밀한 감사,9,05.23.,5.9
2026-23,은밀한 감사,10,05.24.,8.1
2026-23,은밀한 감사,11,05.30.,7.6
2026-23,은밀한 감사,12,05.31.,9.7
2026-23,허수아비,1,04.20.,2.9
2026-23,허수아비,2,04.21.,4.1
2026-23,허수아비,3,04.27.,5.0
2026-23,허수아비,4,04.28.,5.2
2026-23,허수아비,5,05.04.,6.3
2026-23,허수아비,6,05.05.,7.4
2026-23,허수아비,7,05.11.,6.5
2026-23,허수아비,8,05.12.,7.4
2026-23,허수아비,9,05.18.,7.2
2026-23,허수아비,10,05.19.,7.9
2026-23,허수아비,11,05.25.,7.4
2026-23,허수아비,12,05.26.,8.1
