date,kind,movieNm,trendDate,audiCnt
2026-06-30,full,와일드 씽,2026-06-20,62549
2026-06-30,full,와일드 씽,2026-06-21,45799
2026-06-30,full,와일드 씽,2026-06-22,16116
2026-06-30,full,와일드 씽,2026-06-23,17918
2026-06-30,full,와일드 씽,2026-06-24,19418
2026-06-30,full,와일드 씽,2026-06-25,12409
2026-06-30,full,와일드 씽,2026-06-26,15950
2026-06-30,full,와일드 씽,2026-06-27,28432
2026-06-30,full,와일드 씽,2026-06-28,23281
2026-06-30,full,와일드 씽,2026-06-29,9414
2026-06-30,full,와일드 씽,2026-06-30,10151
2026-06-30,week,슈퍼걸,2026-06-24,34938
2026-06-30,week,슈퍼걸,2026-06-25,14329
2026-06-30,week,슈퍼걸,2026-06-26,15817
2026-06-30,week,슈퍼걸,2026-06-27,26356
2026-06-30,week,슈퍼걸,2026-06-28,19591
2026-06-30,week,슈퍼걸,2026-06-29,6281
2026-06-30,week,슈퍼걸,2026-06-30,6075
2026-06-30,full,슈퍼걸,2026-06-24,34938
2026-06-30,full,슈퍼걸,2026-06-25,14329
2026-06-30,full,슈퍼걸,2026-06-26,15817
2026-06-30,full,슈퍼걸,2026-06-27,26356
2026-06-30,full,슈퍼걸,2026-06-28,19591
2026-06-30,full,슈퍼걸,2026-06-29,6281
2026-06-30,full,슈퍼걸,2026-06-30,6075
2026-06-30,week,백룸,2026-06-24,8608
2026-06-30,week,백룸,2026-06-25,6360
2026-06-30,week,백룸,2026-06-26,7896
2026-06-30,week,백룸,2026-06-27,12449
2026-06-30,week,백룸,2026-06-28,10180
2026-06-30,week,백룸,2026-06-29,5213
2026-06-30,week,백룸,2026-06-30,5129
2026-06-30,full,백룸,2026-05-27,54104
2026-06-30,full,백룸,2026-05-28,33233
2026-06-30,full,백룸,2026-05-29,57805
2026-06-30,full,백룸,2026-05-30,132450
2026-06-30,full,백룸,2026-05-31,112956
2026-06-30,full,백룸,2026-06-01,28524
2026-06-30,full,백룸,2026-06-02,39065
2026-06-30,full,백룸,2026-06-03,114100
2026-06-30,full,백룸,2026-06-04,27072
2026-06-30,full,백룸,2026-06-05,38948
2026-06-30,full,백룸,2026-06-06,93073
2026-06-30,full,백룸,2026-06-07,67804
2026-06-30,full,백룸,2026-06-08,17838
2026-06-30,full,백룸,2026-06-09,16155
2026-06-30,full,백룸,2026-06-10,17742
2026-06-30,full,백룸,2026-06-11,15972
2026-06-30,full,백룸,2026-06-12,21808
2026-06-30,full,백룸,2026-06-13,48826
2026-06-30,full,백룸,2026-06-14,38107
2026-06-30,full,백룸,2026-06-15,11897
2026-06-30,full,백룸,2026-06-16,12242
2026-06-30,full,백룸,2026-06-17,9899
2026-06-30,full,백룸,2026-06-18,10760
2026-06-30,full,백룸,2026-06-19,15036
2026-06-30,full,백룸,2026-06-20,28414
2026-06-30,full,백룸,2026-06-21,22445
2026-06-30,full,백룸,2026-06-22,11277
2026-06-30,full,백룸,2026-06-23,10439
2026-06-30,full,백룸,2026-06-24,8608
2026-06-30,full,백룸,2026-06-25,6360
2026-06-30,full,백룸,2026-06-26,7896
2026-06-30,full,백룸,2026-06-27,12449
2026-06-30,full,백룸,2026-06-28,10180
2026-06-30,full,백룸,2026-06-29,5213
2026-06-30,full,백룸,2026-06-30,5129
2026-06-30,week,짝사랑 세계,2026-06-24,3562
2026-06-30,week,짝사랑 세계,2026-06-25,1495
2026-06-30,week,짝사랑 세계,2026-06-26,0
2026-06-30,week,짝사랑 세계,2026-06-27,2360
2026-06-30,week,짝사랑 세계,2026-06-28,2225
2026-06-30,week,짝사랑 세계,2026-06-29,1164
2026-06-30,week,짝사랑 세계,2026-06-30,1422
2026-06-30,full,짝사랑 세계,2026-06-24,3562
2026-06-30,full,짝사랑 세계,2026-06-25,1495
2026-06-30,full,짝사랑 세계,2026-06-26,0
2026-06-30,full,짝사랑 세계,2026-06-27,2360
2026-06-30,full,짝사랑 세계,2026-06-28,2225
2026-06-30,full,짝사랑 세계,2026-06-29,1164
2026-06-30,full,짝사랑 세계,2026-06-30,1422
2026-06-30,week,너만 보이는 날,2026-06-24,3337
2026-06-30,week,너만 보이는 날,2026-06-25,1927
2026-06-30,week,너만 보이는 날,2026-06-26,1955
2026-06-30,week,너만 보이는 날,2026-06-27,0
2026-06-30,week,너만 보이는 날,2026-06-28,0
2026-06-30,week,너만 보이는 날,2026-06-29,0
2026-06-30,week,너만 보이는 날,2026-06-30,1363
2026-06-30,full,너만 보이는 날,2026-06-24,3337
2026-06-30,full,너만 보이는 날,2026-06-25,1927
2026-06-30,full,너만 보이는 날,2026-06-26,1955
2026-06-30,full,너만 보이는 날,2026-06-27,0
2026-06-30,full,너만 보이는 날,2026-06-28,0
2026-06-30,full,너만 보이는 날,2026-06-29,0
2026-06-30,full,너만 보이는 날,2026-06-30,1363
2026-06-30,week,비긴 어게인,2026-06-24,0
2026-06-30,week,비긴 어게인,2026-06-25,0
2026-06-30,week,비긴 어게인,2026-06-26,1610
2026-06-30,week,비긴 어게인,2026-06-27,0
2026-06-30,week,비긴 어게인,2026-06-28,0
2026-06-30,week,비긴 어게인,2026-06-29,1037
2026-06-30,week,비긴 어게인,2026-06-30,1116
2026-06-30,full,비긴 어게인,2026-06-17,3115
2026-06-30,full,비긴 어게인,2026-06-18,2180
2026-06-30,full,비긴 어게인,2026-06-19,2655
2026-06-30,full,비긴 어게인,2026-06-20,4766
2026-06-30,full,비긴 어게인,2026-06-21,3242
2026-06-30,full,비긴 어게인,2026-06-22,2025
2026-06-30,full,비긴 어게인,2026-06-23,2052
2026-06-30,full,비긴 어게인,2026-06-24,0
2026-06-30,full,비긴 어게인,2026-06-25,0
2026-06-30,full,비긴 어게인,2026-06-26,1610
2026-06-30,full,비긴 어게인,2026-06-27,0
2026-06-30,full,비긴 어게인,2026-06-28,0
2026-06-30,full,비긴 어게인,2026-06-29,1037
2026-06-30,full,비긴 어게인,2026-06-30,1116
2026-06-30,week,정동원 팬콘서트 필름 : 다시 만나는 길,2026-06-24,0
2026-06-30,week,정동원 팬콘서트 필름 : 다시 만나는 길,2026-06-25,0
2026-06-30,week,정동원 팬콘서트 필름 : 다시 만나는 길,2026-06-26,3353
2026-06-30,week,정동원 팬콘서트 필름 : 다시 만나는 길,2026-06-27,2639
2026-06-30,week,정동원 팬콘서트 필름 : 다시 만나는 길,2026-06-28,2303
2026-06-30,week,정동원 팬콘서트 필름 : 다시 만나는 길,2026-06-29,1027
2026-06-30,week,정동원 팬콘서트 필름 : 다시 만나는 길,2026-06-30,994
2026-06-30,full,정동원 팬콘서트 필름 : 다시 만나는 길,2026-06-26,3353
2026-06-30,full,정동원 팬콘서트 필름 : 다시 만나는 길,2026-06-27,2639
2026-06-30,full,정동원 팬콘서트 필름 : 다시 만나는 길,2026-06-28,2303
2026-06-30,full,정동원 팬콘서트 필름 : 다시 만나는 길,2026-06-29,1027
2026-06-30,full,정동원 팬콘서트 필름 : 다시 만나는 길,2026-06-30,994
