date,kind,movieNm,trendDate,audiCnt
2026-06-08,full,마이클,2026-05-19,38030
2026-06-08,full,마이클,2026-05-20,48845
2026-06-08,full,마이클,2026-05-21,29285
2026-06-08,full,마이클,2026-05-22,41008
2026-06-08,full,마이클,2026-05-23,103647
2026-06-08,full,마이클,2026-05-24,122849
2026-06-08,full,마이클,2026-05-25,109376
2026-06-08,full,마이클,2026-05-26,20593
2026-06-08,full,마이클,2026-05-27,34486
2026-06-08,full,마이클,2026-05-28,18579
2026-06-08,full,마이클,2026-05-29,23414
2026-06-08,full,마이클,2026-05-30,58074
2026-06-08,full,마이클,2026-05-31,55194
2026-06-08,full,마이클,2026-06-01,14792
2026-06-08,full,마이클,2026-06-02,21071
2026-06-08,full,마이클,2026-06-03,37148
2026-06-08,full,마이클,2026-06-04,8683
2026-06-08,full,마이클,2026-06-05,11049
2026-06-08,full,마이클,2026-06-06,28968
2026-06-08,full,마이클,2026-06-07,23504
2026-06-08,full,마이클,2026-06-08,6224
2026-06-08,week,만달로리안과 그로구,2026-06-02,13749
2026-06-08,week,만달로리안과 그로구,2026-06-03,17876
2026-06-08,week,만달로리안과 그로구,2026-06-04,4175
2026-06-08,week,만달로리안과 그로구,2026-06-05,4480
2026-06-08,week,만달로리안과 그로구,2026-06-06,14858
2026-06-08,week,만달로리안과 그로구,2026-06-07,11841
2026-06-08,week,만달로리안과 그로구,2026-06-08,1956
2026-06-08,full,만달로리안과 그로구,2026-05-27,26242
2026-06-08,full,만달로리안과 그로구,2026-05-28,12037
2026-06-08,full,만달로리안과 그로구,2026-05-29,15000
2026-06-08,full,만달로리안과 그로구,2026-05-30,33808
2026-06-08,full,만달로리안과 그로구,2026-05-31,28240
2026-06-08,full,만달로리안과 그로구,2026-06-01,8136
2026-06-08,full,만달로리안과 그로구,2026-06-02,13749
2026-06-08,full,만달로리안과 그로구,2026-06-03,17877
2026-06-08,full,만달로리안과 그로구,2026-06-04,4175
2026-06-08,full,만달로리안과 그로구,2026-06-05,4480
2026-06-08,full,만달로리안과 그로구,2026-06-06,14858
2026-06-08,full,만달로리안과 그로구,2026-06-07,11841
2026-06-08,full,만달로리안과 그로구,2026-06-08,1956
2026-06-08,week,마스터즈 오브 유니버스,2026-06-02,0
2026-06-08,week,마스터즈 오브 유니버스,2026-06-03,0
2026-06-08,week,마스터즈 오브 유니버스,2026-06-04,0
2026-06-08,week,마스터즈 오브 유니버스,2026-06-05,4615
2026-06-08,week,마스터즈 오브 유니버스,2026-06-06,3170
2026-06-08,week,마스터즈 오브 유니버스,2026-06-07,2412
2026-06-08,week,마스터즈 오브 유니버스,2026-06-08,1304
2026-06-08,full,마스터즈 오브 유니버스,2026-06-05,4615
2026-06-08,full,마스터즈 오브 유니버스,2026-06-06,3170
2026-06-08,full,마스터즈 오브 유니버스,2026-06-07,2412
2026-06-08,full,마스터즈 오브 유니버스,2026-06-08,1304
2026-06-08,week,노트북,2026-06-02,0
2026-06-08,week,노트북,2026-06-03,0
2026-06-08,week,노트북,2026-06-04,3279
2026-06-08,week,노트북,2026-06-05,3156
2026-06-08,week,노트북,2026-06-06,0
2026-06-08,week,노트북,2026-06-07,3037
2026-06-08,week,노트북,2026-06-08,1170
2026-06-08,full,노트북,2026-06-04,3279
2026-06-08,full,노트북,2026-06-05,3156
2026-06-08,full,노트북,2026-06-06,0
2026-06-08,full,노트북,2026-06-07,3037
2026-06-08,full,노트북,2026-06-08,1170
2026-06-08,week,신사: 악귀의 속삭임,2026-06-02,0
2026-06-08,week,신사: 악귀의 속삭임,2026-06-03,0
2026-06-08,week,신사: 악귀의 속삭임,2026-06-04,0
2026-06-08,week,신사: 악귀의 속삭임,2026-06-05,0
2026-06-08,week,신사: 악귀의 속삭임,2026-06-06,0
2026-06-08,week,신사: 악귀의 속삭임,2026-06-07,0
2026-06-08,week,신사: 악귀의 속삭임,2026-06-08,1114
2026-06-08,full,신사: 악귀의 속삭임,2026-06-08,1114
2026-06-08,week,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-06-02,2386
2026-06-08,week,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-06-03,0
2026-06-08,week,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-06-04,1237
2026-06-08,week,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-06-05,1450
2026-06-08,week,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-06-06,0
2026-06-08,week,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-06-07,0
2026-06-08,week,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-06-08,1023
2026-06-08,full,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-05-20,3635
2026-06-08,full,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-05-21,2674
2026-06-08,full,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-05-22,2850
2026-06-08,full,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-05-23,5283
2026-06-08,full,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-05-24,4591
2026-06-08,full,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-05-25,5652
2026-06-08,full,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-05-26,3192
2026-06-08,full,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-05-27,3533
2026-06-08,full,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-05-28,2275
2026-06-08,full,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-05-29,2538
2026-06-08,full,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-05-30,4201
2026-06-08,full,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-05-31,3730
2026-06-08,full,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-06-01,1473
2026-06-08,full,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-06-02,2386
2026-06-08,full,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-06-03,0
2026-06-08,full,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-06-04,1237
2026-06-08,full,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-06-05,1450
2026-06-08,full,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-06-06,0
2026-06-08,full,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-06-07,0
2026-06-08,full,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-06-08,1023
2026-06-08,week,이상한 과자 가게 전천당,2026-06-02,3005
2026-06-08,week,이상한 과자 가게 전천당,2026-06-03,30346
2026-06-08,week,이상한 과자 가게 전천당,2026-06-04,1897
2026-06-08,week,이상한 과자 가게 전천당,2026-06-05,1696
2026-06-08,week,이상한 과자 가게 전천당,2026-06-06,19011
2026-06-08,week,이상한 과자 가게 전천당,2026-06-07,18402
2026-06-08,week,이상한 과자 가게 전천당,2026-06-08,813
2026-06-08,full,이상한 과자 가게 전천당,2026-05-29,6683
2026-06-08,full,이상한 과자 가게 전천당,2026-05-30,24240
2026-06-08,full,이상한 과자 가게 전천당,2026-05-31,27551
2026-06-08,full,이상한 과자 가게 전천당,2026-06-01,2050
2026-06-08,full,이상한 과자 가게 전천당,2026-06-02,3005
2026-06-08,full,이상한 과자 가게 전천당,2026-06-03,30346
2026-06-08,full,이상한 과자 가게 전천당,2026-06-04,1897
2026-06-08,full,이상한 과자 가게 전천당,2026-06-05,1696
2026-06-08,full,이상한 과자 가게 전천당,2026-06-06,19011
2026-06-08,full,이상한 과자 가게 전천당,2026-06-07,18406
2026-06-08,full,이상한 과자 가게 전천당,2026-06-08,813
