date,kind,movieNm,trendDate,audiCnt
2026-06-15,full,백룸,2026-06-03,114100
2026-06-15,full,백룸,2026-06-04,27072
2026-06-15,full,백룸,2026-06-05,38948
2026-06-15,full,백룸,2026-06-06,93073
2026-06-15,full,백룸,2026-06-07,67804
2026-06-15,full,백룸,2026-06-08,17838
2026-06-15,full,백룸,2026-06-09,16155
2026-06-15,full,백룸,2026-06-10,17742
2026-06-15,full,백룸,2026-06-11,15972
2026-06-15,full,백룸,2026-06-12,21808
2026-06-15,full,백룸,2026-06-13,48826
2026-06-15,full,백룸,2026-06-14,38107
2026-06-15,full,백룸,2026-06-15,11897
2026-06-15,week,디스클로저 데이,2026-06-09,0
2026-06-15,week,디스클로저 데이,2026-06-10,56080
2026-06-15,week,디스클로저 데이,2026-06-11,25356
2026-06-15,week,디스클로저 데이,2026-06-12,27363
2026-06-15,week,디스클로저 데이,2026-06-13,49791
2026-06-15,week,디스클로저 데이,2026-06-14,35231
2026-06-15,week,디스클로저 데이,2026-06-15,10366
2026-06-15,full,디스클로저 데이,2026-06-10,56079
2026-06-15,full,디스클로저 데이,2026-06-11,25356
2026-06-15,full,디스클로저 데이,2026-06-12,27363
2026-06-15,full,디스클로저 데이,2026-06-13,49791
2026-06-15,full,디스클로저 데이,2026-06-14,35231
2026-06-15,full,디스클로저 데이,2026-06-15,10366
2026-06-15,week,마이클,2026-06-09,6737
2026-06-15,week,마이클,2026-06-10,4336
2026-06-15,week,마이클,2026-06-11,4530
2026-06-15,week,마이클,2026-06-12,4417
2026-06-15,week,마이클,2026-06-13,11558
2026-06-15,week,마이클,2026-06-14,11088
2026-06-15,week,마이클,2026-06-15,3201
2026-06-15,full,마이클,2026-05-13,99902
2026-06-15,full,마이클,2026-05-14,59035
2026-06-15,full,마이클,2026-05-15,86922
2026-06-15,full,마이클,2026-05-16,204424
2026-06-15,full,마이클,2026-05-17,179025
2026-06-15,full,마이클,2026-05-18,43653
2026-06-15,full,마이클,2026-05-19,38030
2026-06-15,full,마이클,2026-05-20,48845
2026-06-15,full,마이클,2026-05-21,29285
2026-06-15,full,마이클,2026-05-22,41008
2026-06-15,full,마이클,2026-05-23,103647
2026-06-15,full,마이클,2026-05-24,122849
2026-06-15,full,마이클,2026-05-25,109376
2026-06-15,full,마이클,2026-05-26,20593
2026-06-15,full,마이클,2026-05-27,34486
2026-06-15,full,마이클,2026-05-28,18579
2026-06-15,full,마이클,2026-05-29,23414
2026-06-15,full,마이클,2026-05-30,58074
2026-06-15,full,마이클,2026-05-31,55194
2026-06-15,full,마이클,2026-06-01,14792
2026-06-15,full,마이클,2026-06-02,21071
2026-06-15,full,마이클,2026-06-03,37148
2026-06-15,full,마이클,2026-06-04,8683
2026-06-15,full,마이클,2026-06-05,11049
2026-06-15,full,마이클,2026-06-06,28968
2026-06-15,full,마이클,2026-06-07,23504
2026-06-15,full,마이클,2026-06-08,6224
2026-06-15,full,마이클,2026-06-09,6737
2026-06-15,full,마이클,2026-06-10,4336
2026-06-15,full,마이클,2026-06-11,4530
2026-06-15,full,마이클,2026-06-12,4417
2026-06-15,full,마이클,2026-06-13,11558
2026-06-15,full,마이클,2026-06-14,11088
2026-06-15,full,마이클,2026-06-15,3201
2026-06-15,week,눈동자,2026-06-09,0
2026-06-15,week,눈동자,2026-06-10,0
2026-06-15,week,눈동자,2026-06-11,0
2026-06-15,week,눈동자,2026-06-12,0
2026-06-15,week,눈동자,2026-06-13,0
2026-06-15,week,눈동자,2026-06-14,0
2026-06-15,week,눈동자,2026-06-15,2879
2026-06-15,full,눈동자,2026-06-15,2879
2026-06-15,week,상자 속의 양,2026-06-09,0
2026-06-15,week,상자 속의 양,2026-06-10,8751
2026-06-15,week,상자 속의 양,2026-06-11,5676
2026-06-15,week,상자 속의 양,2026-06-12,4654
2026-06-15,week,상자 속의 양,2026-06-13,6090
2026-06-15,week,상자 속의 양,2026-06-14,5104
2026-06-15,week,상자 속의 양,2026-06-15,2293
2026-06-15,full,상자 속의 양,2026-06-10,8751
2026-06-15,full,상자 속의 양,2026-06-11,5676
2026-06-15,full,상자 속의 양,2026-06-12,4654
2026-06-15,full,상자 속의 양,2026-06-13,6090
2026-06-15,full,상자 속의 양,2026-06-14,5104
2026-06-15,full,상자 속의 양,2026-06-15,2293
2026-06-15,week,만달로리안과 그로구,2026-06-09,2372
2026-06-15,week,만달로리안과 그로구,2026-06-10,1797
2026-06-15,week,만달로리안과 그로구,2026-06-11,1742
2026-06-15,week,만달로리안과 그로구,2026-06-12,2564
2026-06-15,week,만달로리안과 그로구,2026-06-13,5642
2026-06-15,week,만달로리안과 그로구,2026-06-14,4763
2026-06-15,week,만달로리안과 그로구,2026-06-15,1819
2026-06-15,full,만달로리안과 그로구,2026-05-27,26242
2026-06-15,full,만달로리안과 그로구,2026-05-28,12037
2026-06-15,full,만달로리안과 그로구,2026-05-29,15000
2026-06-15,full,만달로리안과 그로구,2026-05-30,33808
2026-06-15,full,만달로리안과 그로구,2026-05-31,28240
2026-06-15,full,만달로리안과 그로구,2026-06-01,8136
2026-06-15,full,만달로리안과 그로구,2026-06-02,13749
2026-06-15,full,만달로리안과 그로구,2026-06-03,17877
2026-06-15,full,만달로리안과 그로구,2026-06-04,4175
2026-06-15,full,만달로리안과 그로구,2026-06-05,4480
2026-06-15,full,만달로리안과 그로구,2026-06-06,14858
2026-06-15,full,만달로리안과 그로구,2026-06-07,11841
2026-06-15,full,만달로리안과 그로구,2026-06-08,1956
2026-06-15,full,만달로리안과 그로구,2026-06-09,2372
2026-06-15,full,만달로리안과 그로구,2026-06-10,1798
2026-06-15,full,만달로리안과 그로구,2026-06-11,1742
2026-06-15,full,만달로리안과 그로구,2026-06-12,2564
2026-06-15,full,만달로리안과 그로구,2026-06-13,5642
2026-06-15,full,만달로리안과 그로구,2026-06-14,4763
2026-06-15,full,만달로리안과 그로구,2026-06-15,1819
2026-06-15,week,디어 마이 히어로,2026-06-09,0
2026-06-15,week,디어 마이 히어로,2026-06-10,0
2026-06-15,week,디어 마이 히어로,2026-06-11,0
2026-06-15,week,디어 마이 히어로,2026-06-12,0
2026-06-15,week,디어 마이 히어로,2026-06-13,0
2026-06-15,week,디어 마이 히어로,2026-06-14,5500
2026-06-15,week,디어 마이 히어로,2026-06-15,1758
2026-06-15,full,디어 마이 히어로,2026-06-14,5500
2026-06-15,full,디어 마이 히어로,2026-06-15,1758
2026-06-15,week,싱 스트리트,2026-06-09,0
2026-06-15,week,싱 스트리트,2026-06-10,3089
2026-06-15,week,싱 스트리트,2026-06-11,2472
2026-06-15,week,싱 스트리트,2026-06-12,1792
2026-06-15,week,싱 스트리트,2026-06-13,3602
2026-06-15,week,싱 스트리트,2026-06-14,2887
2026-06-15,week,싱 스트리트,2026-06-15,1230
2026-06-15,full,싱 스트리트,2026-06-10,3089
2026-06-15,full,싱 스트리트,2026-06-11,2472
2026-06-15,full,싱 스트리트,2026-06-12,1792
2026-06-15,full,싱 스트리트,2026-06-13,3602
2026-06-15,full,싱 스트리트,2026-06-14,2887
2026-06-15,full,싱 스트리트,2026-06-15,1230
