date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-09-16,1,20256308,인턴,61038,82566,574869830,2026-09-16
2026-09-16,2,20250654,오디세이,41322,10921483,525764540,2026-08-05
2026-09-16,3,20265146,옵세션,23902,548655,252209580,2026-09-02
2026-09-16,4,20262770,스파이더맨: 브랜드 뉴 데이,6019,8952757,50494740,2026-07-29
2026-09-16,5,20070216,시간을 달리는 소녀,5816,117481,63758050,2007-06-14
2026-09-16,6,20265587,디지몬 어드벤처 : 운명적 만남 & 우리들의 워 게임!,4286,4286,45875980,2026-09-16
2026-09-16,7,20265423,더 드라마,3903,67567,34985620,2026-09-09
2026-09-16,8,20241110,아이유 콘서트 : 더 위닝,2762,78634,49716000,2025-01-24
2026-09-16,9,20256161,타짜: 벨제붑의 노래,2529,12184,22761000,2026-09-23
2026-09-16,10,20258102,철들 무렵,1305,3341,10938950,2026-09-16
