date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-04-23,1,20254121,살목지,48409,1640305,491879750,2026-04-08
2026-04-23,2,20240532,짱구,20639,52532,191648240,2026-04-22
2026-04-23,3,20262685,란 12.3,17231,55309,170903750,2026-04-22
2026-04-23,4,20261782,프로젝트 헤일메리,15223,2361920,177415070,2026-03-18
2026-04-23,5,20242837,왕과 사는 남자,11285,16639661,103385170,2026-02-04
2026-04-23,6,20247648,내 이름은,7089,134075,61750050,2026-04-15
2026-04-23,7,20262657,리 크로닌의 미이라,4459,12111,46734280,2026-04-22
2026-04-23,8,20088147,줄무늬 파자마를 입은 소년,3270,3604,19611100, 
2026-04-23,9,20262775,기동전사 건담: 섬광의 하사웨이 키르케의 마녀,2539,7619,39252000,2026-04-22
2026-04-23,10,20262639,노멀,1744,13827,9932100,2026-04-17
