date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-07-09,1,20259946,모아나,39829,107256,438813800,2026-07-08
2026-07-09,2,20242402,눈동자,38125,1019447,397856450,2026-06-24
2026-07-09,3,20259781,토이 스토리 5,24629,2341803,254310790,2026-06-17
2026-07-09,4,20252402,군체,7381,5877314,77814590,2026-05-21
2026-07-09,5,20248252,와일드 씽,3642,1320912,30309300,2026-06-03
2026-07-09,6,20264056,그린랜드 2: 마이그레이션,3012,45715,26526200,2026-07-01
2026-07-09,7,20263530,마티 슈프림,2737,87805,30434700,2026-07-01
2026-07-09,8,20262651,하나 코리아,2136,6265,17812050,2026-07-08
2026-07-09,9,20261410,키퍼,1491,3439,10121950,2026-07-08
2026-07-09,10,20263030,백룸,1319,1200882,15213850,2026-05-27
