date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-05-28,1,20252402,군체,125433,2503903,1297093510,2026-05-21
2026-05-28,2,20263030,백룸,33233,87868,362902140,2026-05-27
2026-05-28,3,20259626,마이클,18579,1258252,193972910,2026-05-13
2026-05-28,4,20258236,만달로리안과 그로구,12037,39671,142624350,2026-05-27
2026-05-28,5,20261766,상자 속의 양,5408,5408,48672000,2026-06-10
2026-05-28,6,20263521,카드캡터 체리 극장판,4456,4456,47883110,2026-05-28
2026-05-28,7,20259791,악마는 프라다를 입는다 2,3695,1573423,38536350,2026-04-29
2026-05-28,8,20263344,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2275,35204,25996800,2026-05-20
2026-05-28,9,20248252,와일드 씽,1988,5077,17897000,2026-06-03
2026-05-28,10,20258837,뒷자리에 태워줘,1634,5308,14032650,2026-05-27
