date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-03-18,1,20242837,왕과 사는 남자,124106,13846259,1153808800,2026-02-04
2026-03-18,2,20261782,프로젝트 헤일메리,76003,78054,849106500,2026-03-18
2026-03-18,3,20241575,메소드연기,8268,11856,70933270,2026-03-18
2026-03-18,4,20256283,호퍼스,5207,553025,49898700,2026-03-04
2026-03-18,5,20261804,폭탄,3783,5155,26120100,2026-03-18
2026-03-18,6,20232662,삼악도,2485,68112,22311700,2026-03-11
2026-03-18,7,20138661,케이온,1595,31597,17596100,2013-06-13
2026-03-18,8,20261437,녹나무의 파수꾼,1548,1548,14408160,2026-03-18
2026-03-18,9,19950084,쇼생크 탈출,1168,58777,11844500,1995-02-04
2026-03-18,10,20080356,"파리, 텍사스",1019,8941,9558600,1987-08-29
