date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-04-15,1,20254121,살목지,68749,931078,693472620,2026-04-08
2026-04-15,2,20261782,프로젝트 헤일메리,21338,2108157,235913980,2026-03-18
2026-04-15,3,20242837,왕과 사는 남자,20423,16465338,184520730,2026-02-04
2026-04-15,4,20247648,내 이름은,17069,25389,142110180,2026-04-15
2026-04-15,5,20070602,마녀배달부 키키,9824,77566,113366250,2007-11-22
2026-04-15,6,20262383,쉘터,3789,3789,25533300,2026-04-15
2026-04-15,7,20249507,극장판 하이큐!! 쓰레기장의 결전,2339,748324,29616600,2024-05-15
2026-04-15,8,20261622,위 리브 인 타임,2282,25199,13409300,2026-04-08
2026-04-15,9,19980231,트루먼 쇼,2101,22092,22443050,1998-10-24
2026-04-15,10,20259339,힌드의 목소리,1742,4592,14327150,2026-04-15
