date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-06-29,1,20259781,토이 스토리 5,40699,1658038,419863690,2026-06-17
2026-06-29,2,20242402,눈동자,38498,343722,393099650,2026-06-24
2026-06-29,3,20252402,군체,14403,5728425,143828720,2026-05-21
2026-06-29,4,20248252,와일드 씽,9414,1243489,88137260,2026-06-03
2026-06-29,5,20250489,슈퍼걸,6281,118129,61707460,2026-06-24
2026-06-29,6,20263030,백룸,5213,1159186,56365620,2026-05-27
2026-06-29,7,20242837,왕과 사는 남자,1203,16905950,8472500,2026-02-04
2026-06-29,8,20261524,짝사랑 세계,1164,12770,9472200,2026-06-24
2026-06-29,9,20149629,비긴 어게인,1037,3741513,11374250,2014-08-13
2026-06-29,10,20264241,정동원 팬콘서트 필름 : 다시 만나는 길,1027,9322,25675000,2026-06-26
