date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-06-16,1,20252402,군체,32022,5278726,324208640,2026-05-21
2026-06-16,2,20248252,와일드 씽,24984,918383,235796930,2026-06-03
2026-06-16,3,20263030,백룸,12242,1000218,131874560,2026-05-27
2026-06-16,4,20250655,디스클로저 데이,9976,215010,105651700,2026-06-10
2026-06-16,5,20259626,마이클,3563,1595806,36973120,2026-05-13
2026-06-16,6,20261766,상자 속의 양,3068,47114,27564820,2026-06-10
2026-06-16,7,20258236,만달로리안과 그로구,2071,216567,22434930,2026-05-27
2026-06-16,8,20264331,디어 마이 히어로,1461,8719,7305000, 
2026-06-16,9,20263344,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,1428,70506,11955700,2026-05-20
2026-06-16,10,20258945,너만 보이는 날,1320,3367,11880000,2026-06-24
