date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-06-23,1,20259781,토이 스토리 5,59813,991588,627097930,2026-06-17
2026-06-23,2,20252402,군체,23253,5576031,235598980,2026-05-21
2026-06-23,3,20248252,와일드 씽,17918,1134594,167606420,2026-06-03
2026-06-23,4,20263030,백룸,10439,1108483,113216720,2026-05-27
2026-06-23,5,20250655,디스클로저 데이,3424,249334,33762550,2026-06-10
2026-06-23,6,20248484,신사: 악귀의 속삭임,2232,37984,20667950,2026-06-17
2026-06-23,7,20259626,마이클,2093,1615853,21471980,2026-05-13
2026-06-23,8,20149629,비긴 어게인,2052,3733473,22744350,2014-08-13
2026-06-23,9,20261766,상자 속의 양,1931,67801,16686300,2026-06-10
2026-06-23,10,19960126,비포 선라이즈,1295,101165,14042700,1996-03-30
