date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-09-11,1,20250654,오디세이,93255,10426496,1155281720,2026-08-05
2026-09-11,2,20265146,옵세션,41928,340267,456967220,2026-09-02
2026-09-11,3,20262770,스파이더맨: 브랜드 뉴 데이,17806,8863499,147832360,2026-07-29
2026-09-11,4,20265423,더 드라마,7964,32083,81466660,2026-09-09
2026-09-11,5,20233219,호프,6870,4558356,81018500,2026-07-15
2026-09-11,6,20264918,싱 어게인,4813,78935,45969950,2026-09-02
2026-09-11,7,20247458,경주기행,4514,320268,42041800,2026-08-26
2026-09-11,8,20018158,이누야샤 극장판: 시대를 초월한 마음,3755,12649,47295750,2026-09-09
2026-09-11,9,20265344,오아시스: 돈 룩 백 인 앵거,2877,9719,34176150,2026-09-09
2026-09-11,10,20224597,아가미,2573,8459,24252350,2026-09-09
