date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-08-22,1,20250654,오디세이,557345,6607157,6158763240,2026-08-05
2026-08-22,2,20262770,스파이더맨: 브랜드 뉴 데이,164392,7978377,1740224430,2026-07-29
2026-08-22,3,20262381,사랑의 하츄핑: 고래보석의 전설,31521,756071,305221420,2026-08-05
2026-08-22,4,20264035,인시디어스: 그들이 넘어왔다,28984,71198,305922460,2026-08-20
2026-08-22,5,20264635,명탐정 코난: 하이웨이의 타천사,20291,336353,212312650,2026-08-12
2026-08-22,6,20255484,오케이 마담2,12924,293273,129859840,2026-08-12
2026-08-22,7,20262945,퍼피 구조대: 더 다이노 무비,9349,85768,91223260,2026-08-13
2026-08-22,8,20233219,호프,7187,4512331,70346180,2026-07-15
2026-08-22,9,20100810,마루 밑 아리에티,4939,1082317,53944900,2010-09-09
2026-08-22,10,20262902,다윗,3176,303830,28172850,2026-07-10
