date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-09-21,1,20256308,인턴,33849,437744,318867810,2026-09-16
2026-09-21,2,20250654,오디세이,32938,11250537,429476310,2026-08-05
2026-09-21,3,20265146,옵세션,19568,721277,207222160,2026-09-02
2026-09-21,4,20263870,레지던트 이블: 0번째 밤,11035,114689,113639000,2026-09-17
2026-09-21,5,20255033,암살자(들),4274,23879,38898000,2026-09-23
2026-09-21,6,20262770,스파이더맨: 브랜드 뉴 데이,3615,8994211,30764220,2026-07-29
2026-09-21,7,20254904,가능한 사랑,2234,2649,20106000,2026-09-23
2026-09-21,8,20070216,시간을 달리는 소녀,1640,134296,17644900,2007-06-14
2026-09-21,9,20265423,더 드라마,1433,81527,14425650,2026-09-09
2026-09-21,10,20241110,아이유 콘서트 : 더 위닝,959,86404,20057000,2025-01-24
