date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-07-04,1,20259781,토이 스토리 5,183908,2046093,1868109190,2026-06-17
2026-07-04,2,20242402,눈동자,141264,715566,1440993480,2026-06-24
2026-07-04,3,20252402,군체,27477,5817770,284293410,2026-05-21
2026-07-04,4,20263530,마티 슈프림,15084,57416,165154780,2026-07-01
2026-07-04,5,20248252,와일드 씽,14047,1291366,140215530,2026-06-03
2026-07-04,6,20264027,극장판 도라에몽: 신 진구의 해저비밀성,12650,28700,114869150,2026-07-01
2026-07-04,7,20264056,그린랜드 2: 마이그레이션,7954,28481,78780490,2026-07-01
2026-07-04,8,20263030,백룸,7607,1185702,81337670,2026-05-27
2026-07-04,9,20264427,극장판 암살교실 모두의 시간,3746,13767,39270300,2026-07-01
2026-07-04,10,20250489,슈퍼걸,3280,135789,31833920,2026-06-24
