date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-05-23,1,20252402,군체,475783,924119,5329980380,2026-05-21
2026-05-23,2,20259626,마이클,103650,952378,1166911310,2026-05-13
2026-05-23,3,20259773,슈퍼 마리오 갤럭시,24347,1511224,247923560,2026-04-29
2026-05-23,4,20259791,악마는 프라다를 입는다 2,15980,1525554,181320550,2026-04-29
2026-05-23,5,20262975,신극장판 은혼: 요시와라 대염상,11701,34047,133879900,2026-05-20
2026-05-23,6,20254121,살목지,8638,3212499,97702190,2026-04-08
2026-05-23,7,20263222,극장판 호빵맨: 세균맨과 그림책의 루룬,6708,7109,57078900,2026-05-23
2026-05-23,8,20261782,프로젝트 헤일메리,5490,2869655,63618250,2026-03-18
2026-05-23,9,20263344,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,5283,15959,61579400,2026-05-20
2026-05-23,10,20263253,극장판 내 마음의 위험한 녀석,4873,11311,59098130,2026-05-21
