date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-03-16,1,20242837,왕과 사는 남자,133939,13601723,1264452430,2026-02-04
2026-03-16,2,20256283,호퍼스,8186,539346,82666840,2026-03-04
2026-03-16,3,20232662,삼악도,3743,61069,37192600,2026-03-11
2026-03-16,4,20241266,휴민트,3285,1970895,33889800,2026-02-11
2026-03-16,5,20060033,오만과 편견,1410,899522,14318700,2006-03-24
2026-03-16,6,20241501,매드 댄스 오피스,1220,44530,9509000,2026-03-04
2026-03-16,7,20250365,햄넷,1015,55081,9790870,2026-02-25
2026-03-16,8,20261694,투어스 브이알 콘서트 : 러쉬로드,958,14226,30656000,2026-03-04
2026-03-16,9,20250428,센티멘탈 밸류,858,60565,8307700,2026-02-18
2026-03-16,10,20247457,신의악단,851,1433027,7677400,2025-12-31
