date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-07-25,1,20233219,호프,327571,3129827,3478920830,2026-07-15
2026-07-25,2,20261784,미니언즈 & 몬스터즈,49512,514522,491546840,2026-07-15
2026-07-25,3,20259946,모아나,36190,874468,364348680,2026-07-08
2026-07-25,4,20259781,토이 스토리 5,22032,2814636,227164930,2026-06-17
2026-07-25,5,20262902,다윗,20331,199542,193831670,2026-07-10
2026-07-25,6,20242402,눈동자,14534,1498546,154391050,2026-06-24
2026-07-25,7,20264665,드림 애니멀즈: 더무비,5690,18162,51606640,2026-07-24
2026-07-25,8,20263530,마티 슈프림,1579,123430,20402700,2026-07-01
2026-07-25,9,20262381,사랑의 하츄핑: 고래보석의 전설,1558,2983,17138000,2026-08-05
2026-07-25,10,20252402,군체,1447,5948845,15958770,2026-05-21
