date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-09-22,1,20250654,오디세이,36233,11286770,459020190,2026-08-05
2026-09-22,2,20256308,인턴,33472,471216,312206690,2026-09-16
2026-09-22,3,20265146,옵세션,20189,741466,213825200,2026-09-02
2026-09-22,4,20263870,레지던트 이블: 0번째 밤,11113,125800,115734650,2026-09-17
2026-09-22,5,20262770,스파이더맨: 브랜드 뉴 데이,4303,8998514,35988490,2026-07-29
2026-09-22,6,20070216,시간을 달리는 소녀,1930,136226,20012250,2007-06-14
2026-09-22,7,20265423,더 드라마,1570,83097,16504050,2026-09-09
2026-09-22,8,20233219,호프,1200,4584115,13545900,2026-07-15
2026-09-22,9,20241110,아이유 콘서트 : 더 위닝,985,87389,20505000,2025-01-24
2026-09-22,10,20266148,아버지의 집밥,819,12304,7247300,2026-09-09
