date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-05-18,1,20259626,마이클,43653,691550,479831820,2026-05-13
2026-05-18,2,20259791,악마는 프라다를 입는다 2,14277,1458470,151073870,2026-04-29
2026-05-18,3,20254121,살목지,8793,3178519,95426650,2026-04-08
2026-05-18,4,20261782,프로젝트 헤일메리,3965,2851111,43297140,2026-03-18
2026-05-18,5,20259773,슈퍼 마리오 갤럭시,3642,1473134,36799980,2026-04-29
2026-05-18,6,20248252,와일드 씽,2440,2652,22216000,2026-06-03
2026-05-18,7,20242837,왕과 사는 남자,2426,16866307,22702700,2026-02-04
2026-05-18,8,20252402,군체,1941,2347,20498000,2026-05-21
2026-05-18,9,20040695,이프 온리,1830,1057420,20203150,2004-10-29
2026-05-18,10,20240532,짱구,1790,405648,17974100,2026-04-22
