date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-05-05,1,20259773,슈퍼 마리오 갤럭시,283287,1110700,2732361310,2026-04-29
2026-05-05,2,20259791,악마는 프라다를 입는다 2,124693,959139,1270355500,2026-04-29
2026-05-05,3,20254121,살목지,108218,2836218,1105380490,2026-04-08
2026-05-05,4,20261782,프로젝트 헤일메리,30811,2706646,357873560,2026-03-18
2026-05-05,5,20240532,짱구,19002,333122,188207010,2026-04-22
2026-05-05,6,20242837,왕과 사는 남자,13309,16803539,131301150,2026-02-04
2026-05-05,7,20262685,란 12.3,8889,214804,86380500,2026-04-22
2026-05-05,8,20263327,사랑의 하츄핑 특별판,3282,12321,31405400,2026-05-01
2026-05-05,9,20262906,극장판 반짝반짝 달님이: 싱어롱 파티,2346,9519,22700650,2026-05-01
2026-05-05,10,20247648,내 이름은,2073,196268,19394600,2026-04-15
