date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-06-22,1,20259781,토이 스토리 5,59379,931776,624770060,2026-06-17
2026-06-22,2,20252402,군체,25259,5552778,256198950,2026-05-21
2026-06-22,3,20248252,와일드 씽,16116,1116678,155086070,2026-06-03
2026-06-22,4,20263030,백룸,11277,1098044,121440000,2026-05-27
2026-06-22,5,20250655,디스클로저 데이,2658,245910,26499480,2026-06-10
2026-06-22,6,20248484,신사: 악귀의 속삭임,2332,35752,23123550,2026-06-17
2026-06-22,7,20261766,상자 속의 양,2158,65870,18763300,2026-06-10
2026-06-22,8,20149629,비긴 어게인,2025,3731421,22551900,2014-08-13
2026-06-22,9,20259626,마이클,1875,1613760,19384680,2026-05-13
2026-06-22,10,19960126,비포 선라이즈,1135,99870,11861400,1996-03-30
