date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-05-30,1,20252402,군체,423329,3109461,4520677510,2026-05-21
2026-05-30,2,20263030,백룸,132492,278166,1443027290,2026-05-27
2026-05-30,3,20259626,마이클,58074,1339740,645725010,2026-05-13
2026-05-30,4,20258236,만달로리안과 그로구,33808,88479,429094260,2026-05-27
2026-05-30,5,20263512,이상한 과자 가게 전천당,24244,32889,229990070,2026-05-29
2026-05-30,6,20259773,슈퍼 마리오 갤럭시,12164,1593344,121608290,2026-04-29
2026-05-30,7,20248252,와일드 씽,4963,16257,45752760,2026-06-03
2026-05-30,8,20259791,악마는 프라다를 입는다 2,4223,1581901,46850140,2026-04-29
2026-05-30,9,20263344,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,4201,41943,48306150,2026-05-20
2026-05-30,10,20263222,극장판 호빵맨: 세균맨과 그림책의 루룬,4012,25460,32217200,2026-05-23
