date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-07-16,1,20233219,호프,274449,625712,3001025620,2026-07-15
2026-07-16,2,20261784,미니언즈 & 몬스터즈,30647,66209,307914930,2026-07-15
2026-07-16,3,20259946,모아나,19026,598559,191945660,2026-07-08
2026-07-16,4,20242402,눈동자,16757,1355660,171923100,2026-06-24
2026-07-16,5,20259781,토이 스토리 5,11751,2635463,116927250,2026-06-17
2026-07-16,6,20262902,다윗,4642,95198,42834450,2026-07-10
2026-07-16,7,20252402,군체,2069,5929593,20607100,2026-05-21
2026-07-16,8,20263530,마티 슈프림,1678,111233,17750400,2026-07-01
2026-07-16,9,20242837,왕과 사는 남자,662,16912665,4391500,2026-02-04
2026-07-16,10,20259551,파리의 사생활,590,1391,5229450,2026-07-15
