date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-09-03,1,20250654,오디세이,98409,9329605,1164654530,2026-08-05
2026-09-03,2,20265146,옵세션,21759,46653,228937150,2026-09-02
2026-09-03,3,20262770,스파이더맨: 브랜드 뉴 데이,19223,8645357,168753380,2026-07-29
2026-09-03,4,20204641,비광,12726,30557,111788150,2026-09-02
2026-09-03,5,20247458,경주기행,9675,248178,86754400,2026-08-26
2026-09-03,6,20264918,싱 어게인,9660,21549,88279850,2026-09-02
2026-09-03,7,20264635,명탐정 코난: 하이웨이의 타천사,1745,412677,17569350,2026-08-12
2026-09-03,8,20264557,오크 스트리트의 마지막 날,1683,122993,16320500,2026-08-26
2026-09-03,9,20127108,모모와 다락방의 수상한 요괴들,1648,304593,11253750,2012-07-05
2026-09-03,10,20265573,인 더 그레이,1338,4453,11571300,2026-09-02
