date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-04-07,1,20242837,왕과 사는 남자,32132,16161639,297606260,2026-02-04
2026-04-07,2,20261782,프로젝트 헤일메리,30549,1700811,335084460,2026-03-18
2026-04-07,3,20192680,끝장수사,5932,69411,53277550,2026-04-02
2026-04-07,4,20261666,네가 마지막으로 남긴 노래,4040,61839,36436520,2026-04-01
2026-04-07,5,20253289,극장판 귀멸의 칼날: 무한성편,2090,5786971,28485000,2025-08-22
2026-04-07,6,20261906,명탐정 코난: 세기말의 마술사,1242,82855,12378050,2026-03-27
2026-04-07,7,20256283,호퍼스,1170,740276,11849000,2026-03-04
2026-04-07,8,20259598,두 검사,941,6171,7542050,2026-04-01
2026-04-07,9,20253101,극장판 진격의 거인 완결편 더 라스트 어택,892,1030432,10639600,2025-03-13
2026-04-07,10,20262101,킬 빌: 더 홀 블러디 어페어,829,13170,15411700,2026-04-01
