date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-08-06,1,20250654,오디세이,246075,541152,2670543690,2026-08-05
2026-08-06,2,20262770,스파이더맨: 브랜드 뉴 데이,237913,4647258,2366136920,2026-07-29
2026-08-06,3,20262381,사랑의 하츄핑: 고래보석의 전설,43744,144319,386108380,2026-08-05
2026-08-06,4,20233219,호프,27187,4292963,261790550,2026-07-15
2026-08-06,5,20261784,미니언즈 & 몬스터즈,4644,748687,38671200,2026-07-15
2026-08-06,6,20255484,오케이 마담2,4467,7874,40203000,2026-08-12
2026-08-06,7,20264148,어떻게 해야 했을까?,3418,37696,33461550,2026-07-29
2026-08-06,8,20259781,토이 스토리 5,2662,2932984,24098200,2026-06-17
2026-08-06,9,20262902,다윗,1607,272490,14737500,2026-07-10
2026-08-06,10,20259946,모아나,1534,1017656,13790550,2026-07-08
