date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-05-03,1,20259773,슈퍼 마리오 갤럭시,186525,685947,1826713060,2026-04-29
2026-05-03,2,20259791,악마는 프라다를 입는다 2,145095,736033,1493485070,2026-04-29
2026-05-03,3,20254121,살목지,123716,2636072,1266080690,2026-04-08
2026-05-03,4,20261782,프로젝트 헤일메리,31525,2649590,370126580,2026-03-18
2026-05-03,5,20240532,짱구,25123,298497,252956770,2026-04-22
2026-05-03,6,20242837,왕과 사는 남자,14719,16779508,145790330,2026-02-04
2026-05-03,7,20262685,란 12.3,12395,199098,122765160,2026-04-22
2026-05-03,8,20247648,내 이름은,3901,191975,35268260,2026-04-15
2026-05-03,9,20263327,사랑의 하츄핑 특별판,2471,7543,23627760,2026-05-01
2026-05-03,10,20262906,극장판 반짝반짝 달님이: 싱어롱 파티,1833,5950,17458400,2026-05-01
