date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-09-24,1,20255033,암살자(들),288482,447068,2886120430,2026-09-23
2026-09-24,2,20256161,타짜: 벨제붑의 노래,143959,266508,1478660640,2026-09-23
2026-09-24,3,20250654,오디세이,90556,11418534,1189626060,2026-08-05
2026-09-24,4,20256308,인턴,55125,549714,547046950,2026-09-16
2026-09-24,5,20266766,어벤져스: 엔드게임 앙코르,23179,44681,282430280,2026-09-23
2026-09-24,6,20254904,가능한 사랑,21756,43916,234303300,2026-09-23
2026-09-24,7,20265146,옵세션,21705,781536,240834920,2026-09-02
2026-09-24,8,20263870,레지던트 이블: 0번째 밤,13865,150491,154540600,2026-09-17
2026-09-24,9,20262770,스파이더맨: 브랜드 뉴 데이,7400,9010150,73080930,2026-07-29
2026-09-24,10,20266051,바다 탐험대 옥토넛 어보브 앤 비욘드 : 두근두근 대자연 어드벤처,4398,5143,42478450,2026-09-23
