date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-07-24,1,20233219,호프,153814,2802160,1657210600,2026-07-15
2026-07-24,2,20261784,미니언즈 & 몬스터즈,19959,465010,196114780,2026-07-15
2026-07-24,3,20259946,모아나,16041,838278,160572600,2026-07-08
2026-07-24,4,20242402,눈동자,9531,1484012,102241700,2026-06-24
2026-07-24,5,20259781,토이 스토리 5,9456,2792604,97058920,2026-06-17
2026-07-24,6,20262902,다윗,5353,179211,50504700,2026-07-10
2026-07-24,7,20264665,드림 애니멀즈: 더무비,3368,12472,27319050,2026-07-24
2026-07-24,8,20264753,호컴,1540,6190,14102200,2026-07-22
2026-07-24,9,20252402,군체,1199,5947398,13232820,2026-05-21
2026-07-24,10,20248252,와일드 씽,1112,1344046,8107200,2026-06-03
