date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-03-26,1,20242837,왕과 사는 남자,72421,15104050,678163370,2026-02-04
2026-03-26,2,20261782,프로젝트 헤일메리,41233,758812,489495210,2026-03-18
2026-03-26,3,20253289,극장판 귀멸의 칼날: 무한성편,4450,5712715,55831400,2025-08-22
2026-03-26,4,20257521,프로텍터,3925,9548,32364700,2026-03-25
2026-03-26,5,20256283,호퍼스,3316,663663,32287740,2026-03-04
2026-03-26,6,20253101,극장판 진격의 거인 완결편 더 라스트 어택,2561,1002514,29336300,2025-03-13
2026-03-26,7,19970100,첨밀밀,1819,8811,18278900,1997-03-01
2026-03-26,8,20261804,폭탄,1433,23192,9784900,2026-03-18
2026-03-26,9,20241575,메소드연기,1339,53283,10330900,2026-03-18
2026-03-26,10,20232662,삼악도,1073,86600,8920000,2026-03-11
