date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-05-24,1,20252402,군체,577508,1501633,6423829700,2026-05-21
2026-05-24,2,20259626,마이클,122850,1075229,1370522100,2026-05-13
2026-05-24,3,20259773,슈퍼 마리오 갤럭시,27590,1538814,282527780,2026-04-29
2026-05-24,4,20259791,악마는 프라다를 입는다 2,16998,1542552,191673900,2026-04-29
2026-05-24,5,20254121,살목지,10003,3222502,113107400,2026-04-08
2026-05-24,6,20262975,신극장판 은혼: 요시와라 대염상,8706,42753,98869670,2026-05-20
2026-05-24,7,20261782,프로젝트 헤일메리,6975,2876628,80397000,2026-03-18
2026-05-24,8,20263222,극장판 호빵맨: 세균맨과 그림책의 루룬,5355,12464,47388700,2026-05-23
2026-05-24,9,20263344,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,4591,20552,53486500,2026-05-20
2026-05-24,10,20263253,극장판 내 마음의 위험한 녀석,4429,15740,54555100,2026-05-21
