date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-09-04,1,20250654,오디세이,137408,9467012,1665353620,2026-08-05
2026-09-04,2,20265146,옵세션,31564,78217,346844180,2026-09-02
2026-09-04,3,20262770,스파이더맨: 브랜드 뉴 데이,28117,8673474,247680460,2026-07-29
2026-09-04,4,20247458,경주기행,11941,260119,110523550,2026-08-26
2026-09-04,5,20204641,비광,10542,41099,96669970,2026-09-02
2026-09-04,6,20264918,싱 어게인,9096,30645,89055560,2026-09-02
2026-09-04,7,20256308,인턴,8610,8610,87557000,2026-09-16
2026-09-04,8,20264557,오크 스트리트의 마지막 날,2229,125222,22270300,2026-08-26
2026-09-04,9,20264635,명탐정 코난: 하이웨이의 타천사,1847,414524,19425000,2026-08-12
2026-09-04,10,20265573,인 더 그레이,1242,5695,11474340,2026-09-02
