date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-08-12,1,20250654,오디세이,247321,2615936,2637525190,2026-08-05
2026-08-12,2,20262770,스파이더맨: 브랜드 뉴 데이,147201,6390082,1387076150,2026-07-29
2026-08-12,3,20264635,명탐정 코난: 하이웨이의 타천사,67964,76792,635246320,2026-08-12
2026-08-12,4,20255484,오케이 마담2,42931,54937,362699310,2026-08-12
2026-08-12,5,20262381,사랑의 하츄핑: 고래보석의 전설,14977,487400,132244160,2026-08-05
2026-08-12,6,20233219,호프,7631,4430105,75037550,2026-07-15
2026-08-12,7,20264148,어떻게 해야 했을까?,2734,57475,23871450,2026-07-29
2026-08-12,8,20261784,미니언즈 & 몬스터즈,1232,769404,10252400,2026-07-15
2026-08-12,9,20185485,보헤미안 랩소디,1230,9949616,12068450,2018-10-31
2026-08-12,10,19940067,애정만세,1201,3211,10385850,1995-06-17
