date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-08-13,1,20250654,오디세이,234829,2850747,2619237760,2026-08-05
2026-08-13,2,20262770,스파이더맨: 브랜드 뉴 데이,121466,6511544,1228315890,2026-07-29
2026-08-13,3,20264635,명탐정 코난: 하이웨이의 타천사,32715,109507,317151170,2026-08-12
2026-08-13,4,20255484,오케이 마담2,28054,82986,246023500,2026-08-12
2026-08-13,5,20262381,사랑의 하츄핑: 고래보석의 전설,12203,499599,106874540,2026-08-05
2026-08-13,6,20233219,호프,6750,4436853,69280720,2026-07-15
2026-08-13,7,20262945,퍼피 구조대: 더 다이노 무비,4240,7986,39257900,2026-08-13
2026-08-13,8,20247458,경주기행,3112,3112,28264000,2026-08-26
2026-08-13,9,20264148,어떻게 해야 했을까?,2338,59813,22455950,2026-07-29
2026-08-13,10,20264879,청년 조용기,1403,4091,13881000,2026-09-11
