date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-05-14,1,20259626,마이클,59050,177543,653864300,2026-05-13
2026-05-14,2,20259791,악마는 프라다를 입는다 2,24002,1323744,253312470,2026-04-29
2026-05-14,3,20254121,살목지,11588,3078767,124792170,2026-04-08
2026-05-14,4,20259773,슈퍼 마리오 갤럭시,6153,1345969,57385380,2026-04-29
2026-05-14,5,20261782,프로젝트 헤일메리,5194,2809769,56141400,2026-03-18
2026-05-14,6,20242837,왕과 사는 남자,3739,16850209,33632950,2026-02-04
2026-05-14,7,20252801,교생실습,3484,9285,24873900,2026-05-13
2026-05-14,8,20240532,짱구,2885,391418,27491600,2026-04-22
2026-05-14,9,20040695,이프 온리,2474,1043108,27762100,2004-10-29
2026-05-14,10,20194376,탑건: 매버릭,2087,8254250,25112800,2022-06-22
