date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-07-30,1,20262770,스파이더맨: 브랜드 뉴 데이,441554,1131219,4651650300,2026-07-29
2026-07-30,2,20233219,호프,67626,3774775,664639620,2026-07-15
2026-07-30,3,20261784,미니언즈 & 몬스터즈,20610,648695,187815260,2026-07-15
2026-07-30,4,20259946,모아나,11882,962827,110943350,2026-07-08
2026-07-30,5,20259781,토이 스토리 5,9967,2880338,94315820,2026-06-17
2026-07-30,6,20264148,어떻게 해야 했을까?,3913,7999,39247920,2026-07-29
2026-07-30,7,20262902,다윗,3836,238365,36130800,2026-07-10
2026-07-30,8,20264665,드림 애니멀즈: 더무비,3444,37277,29428220,2026-07-24
2026-07-30,9,20242402,눈동자,2680,1530014,26757600,2026-06-24
2026-07-30,10,20257100,산양들,1118,2827,9096050,2026-07-29
