date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-03-31,1,20242837,왕과 사는 남자,55375,15731861,513666460,2026-02-04
2026-03-31,2,20261782,프로젝트 헤일메리,41494,1234721,476000190,2026-03-18
2026-03-31,3,20261906,명탐정 코난: 세기말의 마술사,3342,58989,33583600,2026-03-27
2026-03-31,4,20256283,호퍼스,2566,712812,24377300,2026-03-04
2026-03-31,5,20257521,프로텍터,2269,22786,18270800,2026-03-25
2026-03-31,6,20253289,극장판 귀멸의 칼날: 무한성편,1819,5739611,22594600,2025-08-22
2026-03-31,7,20253101,극장판 진격의 거인 완결편 더 라스트 어택,1460,1022361,16468200,2025-03-13
2026-03-31,8,19970100,첨밀밀,1212,17951,11684200,1997-03-01
2026-03-31,9,20232662,삼악도,1093,92271,8007800,2026-03-11
2026-03-31,10,20241575,메소드연기,944,59984,8890200,2026-03-18
