date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-03-24,1,20242837,왕과 사는 남자,78589,14921575,733675220,2026-02-04
2026-03-24,2,20261782,프로젝트 헤일메리,40111,644085,466828900,2026-03-18
2026-03-24,3,20256283,호퍼스,4279,654568,39292200,2026-03-04
2026-03-24,4,20241575,메소드연기,3392,49887,28070570,2026-03-18
2026-03-24,5,20254121,살목지,2784,2784,26792000,2026-04-08
2026-03-24,6,20253101,극장판 진격의 거인 완결편 더 라스트 어택,2166,993997,26269500,2025-03-13
2026-03-24,7,20232662,삼악도,1008,84641,10580800,2026-03-11
2026-03-24,8,20261804,폭탄,876,20385,8619900,2026-03-18
2026-03-24,9,20241266,휴민트,748,1979640,7063800,2026-02-11
2026-03-24,10,20060033,오만과 편견,618,907384,6415600,2006-03-24
