date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-08-23,1,20250654,오디세이,502212,7109362,5519807230,2026-08-05
2026-08-23,2,20262770,스파이더맨: 브랜드 뉴 데이,149240,8127613,1554552880,2026-07-29
2026-08-23,3,20262381,사랑의 하츄핑: 고래보석의 전설,32192,788238,307084220,2026-08-05
2026-08-23,4,20264035,인시디어스: 그들이 넘어왔다,22724,93920,242228870,2026-08-20
2026-08-23,5,20264635,명탐정 코난: 하이웨이의 타천사,19923,356276,208935130,2026-08-12
2026-08-23,6,20255484,오케이 마담2,12235,305508,122075190,2026-08-12
2026-08-23,7,20262945,퍼피 구조대: 더 다이노 무비,9837,95605,96743470,2026-08-13
2026-08-23,8,20233219,호프,6064,4518395,59274870,2026-07-15
2026-08-23,9,20100810,마루 밑 아리에티,3941,1086258,43208700,2010-09-09
2026-08-23,10,20262902,다윗,2610,306440,23189900,2026-07-10
