date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-04-21,1,20254121,살목지,39692,1548506,399802410,2026-04-08
2026-04-21,2,20261782,프로젝트 헤일메리,14892,2329034,168700350,2026-03-18
2026-04-21,3,20242837,왕과 사는 남자,13628,16617487,125060270,2026-02-04
2026-04-21,4,20247648,내 이름은,9798,118653,78723810,2026-04-15
2026-04-21,5,20262639,노멀,1922,10439,11581600,2026-04-17
2026-04-21,6,20070602,마녀배달부 키키,1806,100820,18736330,2007-11-22
2026-04-21,7,20262383,쉘터,1714,17896,11131850,2026-04-15
2026-04-21,8,20259339,힌드의 목소리,1185,12346,9423560,2026-04-15
2026-04-21,9,20262907,고트: 더 레전드,891,20779,7328370,2026-04-17
2026-04-21,10,20250411,미야자키 하야오의 그대들은 어떻게 살 것인가,798,6091,4761800,2026-04-15
