date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-07-03,1,20242402,눈동자,91445,574302,941121030,2026-06-24
2026-07-03,2,20259781,토이 스토리 5,72727,1862185,745484220,2026-06-17
2026-07-03,3,20252402,군체,19058,5790293,197718810,2026-05-21
2026-07-03,4,20263530,마티 슈프림,10570,42332,112328290,2026-07-01
2026-07-03,5,20248252,와일드 씽,8944,1277319,88140490,2026-06-03
2026-07-03,6,20263030,백룸,6085,1178095,66459970,2026-05-27
2026-07-03,7,20264056,그린랜드 2: 마이그레이션,5656,20527,54036780,2026-07-01
2026-07-03,8,20264027,극장판 도라에몽: 신 진구의 해저비밀성,5371,16050,45713650,2026-07-01
2026-07-03,9,20250489,슈퍼걸,2555,132509,24436400,2026-06-24
2026-07-03,10,20264427,극장판 암살교실 모두의 시간,2496,10021,26992200,2026-07-01
