date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-04-06,1,20242837,왕과 사는 남자,37815,16129508,358630150,2026-02-04
2026-04-06,2,20261782,프로젝트 헤일메리,35047,1670264,385636220,2026-03-18
2026-04-06,3,20192680,끝장수사,7164,63479,64805150,2026-04-02
2026-04-06,4,20261666,네가 마지막으로 남긴 노래,3790,57799,35749620,2026-04-01
2026-04-06,5,20253289,극장판 귀멸의 칼날: 무한성편,2354,5784883,31784500,2025-08-22
2026-04-06,6,20261906,명탐정 코난: 세기말의 마술사,1353,82030,13469850,2026-03-27
2026-04-06,7,20256283,호퍼스,1048,739106,10599650,2026-03-04
2026-04-06,8,20262101,킬 빌: 더 홀 블러디 어페어,983,12341,18160000,2026-04-01
2026-04-06,9,20253101,극장판 진격의 거인 완결편 더 라스트 어택,659,1029540,7873700,2025-03-13
2026-04-06,10,20261694,투어스 브이알 콘서트 : 러쉬로드,638,34104,20416000,2026-03-04
