date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-04-03,1,20261782,프로젝트 헤일메리,58078,1364547,660357570,2026-03-18
2026-04-03,2,20242837,왕과 사는 남자,52071,15873494,514559310,2026-02-04
2026-04-03,3,20192680,끝장수사,11763,26380,109757100,2026-04-02
2026-04-03,4,20261666,네가 마지막으로 남긴 노래,7267,25491,76935700,2026-04-01
2026-04-03,5,20253289,극장판 귀멸의 칼날: 무한성편,5903,5756534,85049800,2025-08-22
2026-04-03,6,20261906,명탐정 코난: 세기말의 마술사,3217,68784,33622850,2026-03-27
2026-04-03,7,20256283,호퍼스,1639,717579,16469000,2026-03-04
2026-04-03,8,20262463,오피셜히게단디즘 라이브 앳 스타디움 2025,1441,4619,36023500,2026-04-02
2026-04-03,9,20173226,패왕별희 디 오리지널,1358,158989,16095100,2017-03-30
2026-04-03,10,20253101,극장판 진격의 거인 완결편 더 라스트 어택,1110,1025105,14174100,2025-03-13
