date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-03-06,1,20242837,왕과 사는 남자,271762,10049747,2659954920,2026-02-04
2026-03-06,2,20256283,호퍼스,20801,102162,217676930,2026-03-04
2026-03-06,3,20241266,휴민트,9905,1898284,102432050,2026-02-11
2026-03-06,4,20241501,매드 댄스 오피스,3915,16104,34440470,2026-03-04
2026-03-06,5,20258444,브라이드!,2957,14060,30563140,2026-03-04
2026-03-06,6,20250875,우리는 매일매일,2546,7563,20928400,2026-03-04
2026-03-06,7,20250365,햄넷,2337,38743,23364600,2026-02-25
2026-03-06,8,20261181,너자 2,1861,50383,11332700,2026-02-25
2026-03-06,9,20247457,신의악단,1663,1410389,16254340,2025-12-31
2026-03-06,10,20250428,센티멘탈 밸류,1498,46149,15385100,2026-02-18
