date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-09-07,1,20250654,오디세이,87379,10115344,1039304160,2026-08-05
2026-09-07,2,20265146,옵세션,28062,213160,294057770,2026-09-02
2026-09-07,3,20262770,스파이더맨: 브랜드 뉴 데이,13865,8805888,124356880,2026-07-29
2026-09-07,4,20264918,싱 어게인,5860,61791,55291570,2026-09-02
2026-09-07,5,20247458,경주기행,5805,303398,52204820,2026-08-26
2026-09-07,6,20204641,비광,4477,75869,40222400,2026-09-02
2026-09-07,7,20264557,오크 스트리트의 마지막 날,1089,131590,11519450,2026-08-26
2026-09-07,8,20264635,명탐정 코난: 하이웨이의 타천사,905,421534,9326050,2026-08-12
2026-09-07,9,20265573,인 더 그레이,820,9200,6599200,2026-09-02
2026-09-07,10,20242837,왕과 사는 남자,600,16922932,4200000,2026-02-04
