date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-05-17,1,20259626,마이클,179024,647912,2041181250,2026-05-13
2026-05-17,2,20259773,슈퍼 마리오 갤럭시,59067,1469527,597054380,2026-04-29
2026-05-17,3,20259791,악마는 프라다를 입는다 2,40142,1444284,450644330,2026-04-29
2026-05-17,4,20254121,살목지,32133,3169726,353028090,2026-04-08
2026-05-17,5,20261782,프로젝트 헤일메리,13124,2847146,146776040,2026-03-18
2026-05-17,6,20194376,탑건: 매버릭,6030,8270540,74198600,2022-06-22
2026-05-17,7,20242837,왕과 사는 남자,4856,16863881,50735170,2026-02-04
2026-05-17,8,20040695,이프 온리,4820,1055590,55535390,2004-10-29
2026-05-17,9,20240532,짱구,4676,403858,49453400,2026-04-22
2026-05-17,10,20252801,교생실습,4109,22022,36358800,2026-05-13
