date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-04-30,1,20254121,살목지,102163,2238056,995088500,2026-04-08
2026-04-30,2,20259791,악마는 프라다를 입는다 2,101479,253247,1000813880,2026-04-29
2026-04-30,3,20259773,슈퍼 마리오 갤럭시,47020,110480,462243870,2026-04-29
2026-04-30,4,20261782,프로젝트 헤일메리,16797,2553516,181900540,2026-03-18
2026-04-30,5,20240532,짱구,16278,224597,147456310,2026-04-22
2026-04-30,6,20262685,란 12.3,7005,161945,65626860,2026-04-22
2026-04-30,7,20242837,왕과 사는 남자,6652,16741091,60838460,2026-02-04
2026-04-30,8,20259626,마이클,6378,7002,60048000,2026-05-13
2026-04-30,9,20247648,내 이름은,4506,181017,39611900,2026-04-15
2026-04-30,10,20070602,마녀배달부 키키,2886,122859,33663350,2007-11-22
