date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-06-27,1,20259781,토이 스토리 5,226047,1415383,2319484890,2026-06-17
2026-06-27,2,20242402,눈동자,95032,216305,977343800,2026-06-24
2026-06-27,3,20252402,군체,41075,5680659,432746140,2026-05-21
2026-06-27,4,20248252,와일드 씽,28432,1210794,280974390,2026-06-03
2026-06-27,5,20250489,슈퍼걸,26356,92257,282640680,2026-06-24
2026-06-27,6,20263030,백룸,12449,1143793,137040580,2026-05-27
2026-06-27,7,20246318,해피엔드,2666,141332,35462000,2025-04-30
2026-06-27,8,20264241,정동원 팬콘서트 필름 : 다시 만나는 길,2639,5992,65975000,2026-06-26
2026-06-27,9,20248484,신사: 악귀의 속삭임,2570,43273,30848600,2026-06-17
2026-06-27,10,20261524,짝사랑 세계,2360,9381,21241660,2026-06-24
