date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-07-08,1,20259946,모아나,66804,67428,666582450,2026-07-08
2026-07-08,2,20242402,눈동자,50520,981324,474024840,2026-06-24
2026-07-08,3,20259781,토이 스토리 5,34349,2317174,317583550,2026-06-17
2026-07-08,4,20252402,군체,8623,5869934,83837500,2026-05-21
2026-07-08,5,20248252,와일드 씽,4218,1317270,35945850,2026-06-03
2026-07-08,6,20263530,마티 슈프림,3757,85068,36736850,2026-07-01
2026-07-08,7,20262651,하나 코리아,2500,4129,21131850,2026-07-08
2026-07-08,8,20263030,백룸,1963,1199563,19573500,2026-05-27
2026-07-08,9,20261410,키퍼,1948,1948,13428900,2026-07-08
2026-07-08,10,20261467,시크릿 에이전트,1742,2779,16242150,2026-07-08
