date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-07-14,1,20259946,모아나,25967,566520,282497450,2026-07-08
2026-07-14,2,20242402,눈동자,22901,1327046,245576930,2026-06-24
2026-07-14,3,20259781,토이 스토리 5,17149,2615194,175798050,2026-06-17
2026-07-14,4,20252402,군체,5977,5926402,61387200,2026-05-21
2026-07-14,5,20262902,다윗,5797,86580,58185850,2026-07-10
2026-07-14,6,20263530,마티 슈프림,3118,108169,34668400,2026-07-01
2026-07-14,7,20248252,와일드 씽,2427,1337607,22360800,2026-06-03
2026-07-14,8,20233219,호프,2313,17358,33223000,2026-07-15
2026-07-14,9,20263030,백룸,1158,1211552,13637750,2026-05-27
2026-07-14,10,20262651,하나 코리아,993,12896,9248250,2026-07-08
