date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-04-25,1,20254121,살목지,147853,1874682,1544413390,2026-04-08
2026-04-25,2,20261782,프로젝트 헤일메리,56291,2444349,667522690,2026-03-18
2026-04-25,3,20240532,짱구,44479,121833,444352600,2026-04-22
2026-04-25,4,20262685,란 12.3,32762,105299,337920310,2026-04-22
2026-04-25,5,20242837,왕과 사는 남자,27385,16681745,279726310,2026-02-04
2026-04-25,6,20247648,내 이름은,10370,150995,99743500,2026-04-15
2026-04-25,7,20262657,리 크로닌의 미이라,6491,23456,72656260,2026-04-22
2026-04-25,8,20262775,기동전사 건담: 섬광의 하사웨이 키르케의 마녀,4441,14902,67305600,2026-04-22
2026-04-25,9,20070602,마녀배달부 키키,4303,111818,50454950,2007-11-22
2026-04-25,10,20262907,고트: 더 레전드,3617,26148,32711310,2026-04-17
