date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-08-11,1,20250654,오디세이,236224,2368630,2613417770,2026-08-05
2026-08-11,2,20262770,스파이더맨: 브랜드 뉴 데이,151901,6242892,1538527900,2026-07-29
2026-08-11,3,20262381,사랑의 하츄핑: 고래보석의 전설,19207,472423,169298340,2026-08-05
2026-08-11,4,20233219,호프,14078,4422474,142342040,2026-07-15
2026-08-11,5,20264148,어떻게 해야 했을까?,2696,54741,26766300,2026-07-29
2026-08-11,6,20261784,미니언즈 & 몬스터즈,2689,768172,23066750,2026-07-15
2026-08-11,7,20259781,토이 스토리 5,1862,2942350,17324500,2026-06-17
2026-08-11,8,20264879,청년 조용기,1193,2055,11560000,2026-09-11
2026-08-11,9,20259946,모아나,1172,1022931,10258450,2026-07-08
2026-08-11,10,20262902,다윗,964,291272,8774150,2026-07-10
