date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-03-28,1,20242837,왕과 사는 남자,225292,15427491,2250834510,2026-02-04
2026-03-28,2,20261782,프로젝트 헤일메리,173607,1003854,2000500080,2026-03-18
2026-03-28,3,20256283,호퍼스,19928,688856,196527000,2026-03-04
2026-03-28,4,20261906,명탐정 코난: 세기말의 마술사,17249,38071,178099600,2026-03-27
2026-03-28,5,20253289,극장판 귀멸의 칼날: 무한성편,7564,5726638,90784300,2025-08-22
2026-03-28,6,20253101,극장판 진격의 거인 완결편 더 라스트 어택,7200,1013308,85136720,2025-03-13
2026-03-28,7,20262179,펫 트레인,6012,6212,44201500,2026-03-28
2026-03-28,8,20257521,프로텍터,3419,15979,30367200,2026-03-25
2026-03-28,9,20262291,뮤지컬 장수탕 선녀님,2622,4905,25885500,2026-03-26
2026-03-28,10,20254121,살목지,2524,5458,30277900,2026-04-08
