date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-09-10,1,20250654,오디세이,64835,10333241,788900180,2026-08-05
2026-09-10,2,20265146,옵세션,27617,298339,290239500,2026-09-02
2026-09-10,3,20262770,스파이더맨: 브랜드 뉴 데이,12880,8845693,108275360,2026-07-29
2026-09-10,4,20265423,더 드라마,7242,24119,71407750,2026-09-09
2026-09-10,5,20233219,호프,4468,4551486,52564860,2026-07-15
2026-09-10,6,20018158,이누야샤 극장판: 시대를 초월한 마음,4083,8894,48167800,2026-09-09
2026-09-10,7,20247458,경주기행,3954,315754,37277000,2026-08-26
2026-09-10,8,20264918,싱 어게인,3235,74122,29742210,2026-09-02
2026-09-10,9,20204641,비광,2473,87393,21019150,2026-09-02
2026-09-10,10,20265344,오아시스: 돈 룩 백 인 앵거,2297,6842,25609450,2026-09-09
