date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-07-07,1,20242402,눈동자,44464,930808,443146330,2026-06-24
2026-07-07,2,20259781,토이 스토리 5,33386,2282831,333115730,2026-06-17
2026-07-07,3,20252402,군체,9370,5861313,96531700,2026-05-21
2026-07-07,4,20263530,마티 슈프림,5542,81311,56279800,2026-07-01
2026-07-07,5,20248252,와일드 씽,4631,1313052,43375100,2026-06-03
2026-07-07,6,20264056,그린랜드 2: 마이그레이션,3039,41200,28259500,2026-07-01
2026-07-07,7,20263030,백룸,2736,1197600,29173800,2026-05-27
2026-07-07,8,20261524,짝사랑 세계,1671,23203,11382000,2026-06-24
2026-07-07,9,20264027,극장판 도라에몽: 신 진구의 해저비밀성,1482,43144,15022200,2026-07-01
2026-07-07,10,20264427,극장판 암살교실 모두의 시간,1344,19877,14370000,2026-07-01
